Linha,658
Tabela,004
num,ponto,horario
104808,TERMINAL CAPAO RASO,05:40
105004,TERMINAL CAIUA,06:13
104808,TERMINAL CAPAO RASO,06:48
105004,TERMINAL CAIUA,07:21
104808,TERMINAL CAPAO RASO,07:56
105004,TERMINAL CAIUA,08:29
104808,TERMINAL CAPAO RASO,09:02
105004,TERMINAL CAIUA,09:36
104808,TERMINAL CAPAO RASO,10:11
105004,TERMINAL CAIUA,10:46
104808,TERMINAL CAPAO RASO,11:20
105004,TERMINAL CAIUA,11:59
104808,TERMINAL CAPAO RASO,12:35
105004,TERMINAL CAIUA,13:14
104808,TERMINAL CAPAO RASO,13:50
105004,TERMINAL CAIUA,14:29
104808,TERMINAL CAPAO RASO,15:05
105004,TERMINAL CAIUA,15:44
104808,TERMINAL CAPAO RASO,16:20
105004,TERMINAL CAIUA,16:59
104808,TERMINAL CAPAO RASO,17:35
105004,TERMINAL CAIUA,18:14
104808,TERMINAL CAPAO RASO,18:54
