Linha,658
Tabela,001
num,ponto,horario
105004,TERMINAL CAIUA,05:22
104808,TERMINAL CAPAO RASO,05:57
105004,TERMINAL CAIUA,06:30
104808,TERMINAL CAPAO RASO,07:05
105004,TERMINAL CAIUA,07:38
104808,TERMINAL CAPAO RASO,08:17
105004,TERMINAL CAIUA,08:51
104808,TERMINAL CAPAO RASO,09:26
105004,TERMINAL CAIUA,09:59
104808,TERMINAL CAPAO RASO,10:34
105004,TERMINAL CAIUA,11:10
104808,TERMINAL CAPAO RASO,11:45
105004,TERMINAL CAIUA,12:24
104808,TERMINAL CAPAO RASO,13:00
105004,TERMINAL CAIUA,13:39
104808,TERMINAL CAPAO RASO,14:15
105004,TERMINAL CAIUA,14:54
104808,TERMINAL CAPAO RASO,15:30
105004,TERMINAL CAIUA,16:09
104808,TERMINAL CAPAO RASO,16:45
105004,TERMINAL CAIUA,17:24
104808,TERMINAL CAPAO RASO,18:00
105004,TERMINAL CAIUA,18:43
104808,TERMINAL CAPAO RASO,19:21
105004,TERMINAL CAIUA,19:51
104808,TERMINAL CAPAO RASO,20:27
105004,TERMINAL CAIUA,21:06
104808,TERMINAL CAPAO RASO,21:41
105004,TERMINAL CAIUA,22:18
104808,TERMINAL CAPAO RASO,22:51
105004,TERMINAL CAIUA,23:30
104808,TERMINAL CAPAO RASO,00:01
