Linha,011
Tabela,001-1
num,ponto,horario
120104,PREFEITURA (SENT.ANTI-HORARIO),05:30
141011,ESTAÇÃO PUC (SENTIDO ANTI-HORÁRIO),06:05
120104,PREFEITURA (SENT.ANTI-HORARIO),06:32
141011,ESTAÇÃO PUC (SENTIDO ANTI-HORÁRIO),07:27
120104,PREFEITURA (SENT.ANTI-HORARIO),08:10
141011,ESTAÇÃO PUC (SENTIDO ANTI-HORÁRIO),09:02
120104,PREFEITURA (SENT.ANTI-HORARIO),09:34
141011,ESTAÇÃO PUC (SENTIDO ANTI-HORÁRIO),10:22
120104,PREFEITURA (SENT.ANTI-HORARIO),10:50
141011,ESTAÇÃO PUC (SENTIDO ANTI-HORÁRIO),11:38
120104,PREFEITURA (SENT.ANTI-HORARIO),12:09
141011,ESTAÇÃO PUC (SENTIDO ANTI-HORÁRIO),12:57
