Linha,386
Tabela,002
num,ponto,horario
130253,UNIVERSIDADE DO ESPORTE,06:04
103206,PRACA CARLOS GOMES,06:34
130253,UNIVERSIDADE DO ESPORTE,07:00
103206,PRACA CARLOS GOMES,07:43
130253,UNIVERSIDADE DO ESPORTE,08:12
103206,PRACA CARLOS GOMES,08:54
130253,UNIVERSIDADE DO ESPORTE,09:24
103206,PRACA CARLOS GOMES,10:00
130253,UNIVERSIDADE DO ESPORTE,10:28
103206,PRACA CARLOS GOMES,11:00
130253,UNIVERSIDADE DO ESPORTE,11:30
103206,PRACA CARLOS GOMES,12:05
130253,UNIVERSIDADE DO ESPORTE,12:35
103206,PRACA CARLOS GOMES,13:10
130253,UNIVERSIDADE DO ESPORTE,13:38
103206,PRACA CARLOS GOMES,14:10
130253,UNIVERSIDADE DO ESPORTE,14:38
103206,PRACA CARLOS GOMES,15:10
130253,UNIVERSIDADE DO ESPORTE,15:38
103206,PRACA CARLOS GOMES,16:10
130253,UNIVERSIDADE DO ESPORTE,16:40
103206,PRACA CARLOS GOMES,17:15
130253,UNIVERSIDADE DO ESPORTE,17:50
103206,PRACA CARLOS GOMES,18:25
