Linha,020
Tabela,008
num,ponto,horario
105512,TERMINAL HAUER,05:24
104805,TERMINAL CAPAO RASO,05:45
104501,TERMINAL CAMPINA DO SIQUEIRA,06:10
104406,TERMINAL CABRAL,06:55
104706,TERMINAL CAPAO DA IMBUIA,07:21
105512,TERMINAL HAUER,07:41
104805,TERMINAL CAPAO RASO,08:09
104501,TERMINAL CAMPINA DO SIQUEIRA,08:43
104406,TERMINAL CABRAL,09:33
104706,TERMINAL CAPAO DA IMBUIA,09:58
105512,TERMINAL HAUER,10:18
104805,TERMINAL CAPAO RASO,10:42
104501,TERMINAL CAMPINA DO SIQUEIRA,11:12
104406,TERMINAL CABRAL,11:58
104706,TERMINAL CAPAO DA IMBUIA,12:23
105512,TERMINAL HAUER,12:43
104805,TERMINAL CAPAO RASO,13:07
104501,TERMINAL CAMPINA DO SIQUEIRA,13:37
104406,TERMINAL CABRAL,14:23
104706,TERMINAL CAPAO DA IMBUIA,14:48
105512,TERMINAL HAUER,15:08
104805,TERMINAL CAPAO RASO,15:32
104501,TERMINAL CAMPINA DO SIQUEIRA,16:01
104406,TERMINAL CABRAL,16:51
104706,TERMINAL CAPAO DA IMBUIA,17:18
105512,TERMINAL HAUER,17:43
104805,TERMINAL CAPAO RASO,18:12
104501,TERMINAL CAMPINA DO SIQUEIRA,18:46
104406,TERMINAL CABRAL,19:39
104706,TERMINAL CAPAO DA IMBUIA,20:04
105512,TERMINAL HAUER,20:24
104805,TERMINAL CAPAO RASO,20:44
104501,TERMINAL CAMPINA DO SIQUEIRA,21:09
104406,TERMINAL CABRAL,21:47
104706,TERMINAL CAPAO DA IMBUIA,22:09
105512,TERMINAL HAUER,22:29
104805,TERMINAL CAPAO RASO,22:49
104501,TERMINAL CAMPINA DO SIQUEIRA,23:14
104406,TERMINAL CABRAL,23:52
104706,TERMINAL CAPAO DA IMBUIA,00:12
