Linha,020
Tabela,011
num,ponto,horario
104501,TERMINAL CAMPINA DO SIQUEIRA,05:06
104406,TERMINAL CABRAL,05:46
104706,TERMINAL CAPAO DA IMBUIA,06:16
105512,TERMINAL HAUER,06:38
104805,TERMINAL CAPAO RASO,07:00
104501,TERMINAL CAMPINA DO SIQUEIRA,07:27
104406,TERMINAL CABRAL,08:09
104706,TERMINAL CAPAO DA IMBUIA,08:39
105512,TERMINAL HAUER,09:05
104805,TERMINAL CAPAO RASO,09:27
104501,TERMINAL CAMPINA DO SIQUEIRA,09:55
104406,TERMINAL CABRAL,10:35
104706,TERMINAL CAPAO DA IMBUIA,11:05
105512,TERMINAL HAUER,11:27
104805,TERMINAL CAPAO RASO,11:49
104501,TERMINAL CAMPINA DO SIQUEIRA,12:15
104406,TERMINAL CABRAL,12:55
104706,TERMINAL CAPAO DA IMBUIA,13:25
105512,TERMINAL HAUER,13:47
104805,TERMINAL CAPAO RASO,14:09
104501,TERMINAL CAMPINA DO SIQUEIRA,14:35
104406,TERMINAL CABRAL,15:15
104706,TERMINAL CAPAO DA IMBUIA,15:45
105512,TERMINAL HAUER,16:07
104805,TERMINAL CAPAO RASO,16:37
104501,TERMINAL CAMPINA DO SIQUEIRA,17:09
104406,TERMINAL CABRAL,17:53
104706,TERMINAL CAPAO DA IMBUIA,18:23
105512,TERMINAL HAUER,18:45
104805,TERMINAL CAPAO RASO,19:11
