Linha,020
Tabela,002
num,ponto,horario
104406,TERMINAL CABRAL,05:14
104706,TERMINAL CAPAO DA IMBUIA,05:37
105512,TERMINAL HAUER,05:53
104805,TERMINAL CAPAO RASO,06:15
104501,TERMINAL CAMPINA DO SIQUEIRA,06:43
104406,TERMINAL CABRAL,07:30
104706,TERMINAL CAPAO DA IMBUIA,07:55
105512,TERMINAL HAUER,08:17
104805,TERMINAL CAPAO RASO,08:44
104501,TERMINAL CAMPINA DO SIQUEIRA,09:22
104406,TERMINAL CABRAL,10:09
104706,TERMINAL CAPAO DA IMBUIA,10:34
105512,TERMINAL HAUER,10:54
104805,TERMINAL CAPAO RASO,11:18
104501,TERMINAL CAMPINA DO SIQUEIRA,11:48
104406,TERMINAL CABRAL,12:34
104706,TERMINAL CAPAO DA IMBUIA,12:59
105512,TERMINAL HAUER,13:19
104805,TERMINAL CAPAO RASO,13:43
104501,TERMINAL CAMPINA DO SIQUEIRA,14:13
104406,TERMINAL CABRAL,14:59
104706,TERMINAL CAPAO DA IMBUIA,15:24
105512,TERMINAL HAUER,15:44
104805,TERMINAL CAPAO RASO,16:12
104501,TERMINAL CAMPINA DO SIQUEIRA,16:45
104406,TERMINAL CABRAL,17:36
104706,TERMINAL CAPAO DA IMBUIA,18:09
105512,TERMINAL HAUER,18:34
104805,TERMINAL CAPAO RASO,19:01
104501,TERMINAL CAMPINA DO SIQUEIRA,19:32
