Linha,020
Tabela,011-2
num,ponto,horario
104805,TERMINAL CAPAO RASO,16:46
104501,TERMINAL CAMPINA DO SIQUEIRA,17:16
104406,TERMINAL CABRAL,18:06
104706,TERMINAL CAPAO DA IMBUIA,18:44
105512,TERMINAL HAUER,19:04
104805,TERMINAL CAPAO RASO,19:26
104501,TERMINAL CAMPINA DO SIQUEIRA,19:51
104406,TERMINAL CABRAL,20:27
104706,TERMINAL CAPAO DA IMBUIA,20:49
105512,TERMINAL HAUER,21:07
104805,TERMINAL CAPAO RASO,21:27
104501,TERMINAL CAMPINA DO SIQUEIRA,21:52
104406,TERMINAL CABRAL,22:29
104706,TERMINAL CAPAO DA IMBUIA,22:52
105512,TERMINAL HAUER,23:12
104805,TERMINAL CAPAO RASO,23:32
104501,TERMINAL CAMPINA DO SIQUEIRA,23:57
