Linha,020
Tabela,003-2
num,ponto,horario
104501,TERMINAL CAMPINA DO SIQUEIRA,16:29
104406,TERMINAL CABRAL,17:11
104706,TERMINAL CAPAO DA IMBUIA,17:41
105512,TERMINAL HAUER,18:03
104805,TERMINAL CAPAO RASO,18:29
104501,TERMINAL CAMPINA DO SIQUEIRA,19:00
104406,TERMINAL CABRAL,19:41
104706,TERMINAL CAPAO DA IMBUIA,20:05
105512,TERMINAL HAUER,20:39
104805,TERMINAL CAPAO RASO,21:00
104501,TERMINAL CAMPINA DO SIQUEIRA,21:30
104406,TERMINAL CABRAL,22:05
104706,TERMINAL CAPAO DA IMBUIA,22:27
105512,TERMINAL HAUER,22:47
104805,TERMINAL CAPAO RASO,23:05
104501,TERMINAL CAMPINA DO SIQUEIRA,23:30
104406,TERMINAL CABRAL,00:10
