Linha,020
Tabela,003
num,ponto,horario
105512,TERMINAL HAUER,05:14
104805,TERMINAL CAPAO RASO,05:35
104501,TERMINAL CAMPINA DO SIQUEIRA,06:00
104406,TERMINAL CABRAL,06:44
104706,TERMINAL CAPAO DA IMBUIA,07:10
105512,TERMINAL HAUER,07:30
104805,TERMINAL CAPAO RASO,07:58
104501,TERMINAL CAMPINA DO SIQUEIRA,08:32
104406,TERMINAL CABRAL,09:15
104706,TERMINAL CAPAO DA IMBUIA,09:40
105512,TERMINAL HAUER,10:00
104805,TERMINAL CAPAO RASO,10:24
104501,TERMINAL CAMPINA DO SIQUEIRA,10:54
104406,TERMINAL CABRAL,11:40
104706,TERMINAL CAPAO DA IMBUIA,12:05
105512,TERMINAL HAUER,12:25
104805,TERMINAL CAPAO RASO,12:49
104501,TERMINAL CAMPINA DO SIQUEIRA,13:19
104406,TERMINAL CABRAL,14:05
104706,TERMINAL CAPAO DA IMBUIA,14:30
105512,TERMINAL HAUER,14:50
104805,TERMINAL CAPAO RASO,15:14
104501,TERMINAL CAMPINA DO SIQUEIRA,15:43
104406,TERMINAL CABRAL,16:29
104706,TERMINAL CAPAO DA IMBUIA,16:54
105512,TERMINAL HAUER,17:18
104805,TERMINAL CAPAO RASO,17:46
104501,TERMINAL CAMPINA DO SIQUEIRA,18:20
104406,TERMINAL CABRAL,19:14
104706,TERMINAL CAPAO DA IMBUIA,19:39
105512,TERMINAL HAUER,19:59
104805,TERMINAL CAPAO RASO,20:19
104501,TERMINAL CAMPINA DO SIQUEIRA,20:44
104406,TERMINAL CABRAL,21:22
104706,TERMINAL CAPAO DA IMBUIA,21:44
105512,TERMINAL HAUER,22:04
104805,TERMINAL CAPAO RASO,22:24
104501,TERMINAL CAMPINA DO SIQUEIRA,22:49
104406,TERMINAL CABRAL,23:27
104706,TERMINAL CAPAO DA IMBUIA,23:47
105512,TERMINAL HAUER,00:06
