Linha,020
Tabela,006
num,ponto,horario
104501,TERMINAL CAMPINA DO SIQUEIRA,05:18
104406,TERMINAL CABRAL,05:56
104706,TERMINAL CAPAO DA IMBUIA,06:21
105512,TERMINAL HAUER,06:41
104805,TERMINAL CAPAO RASO,07:04
104501,TERMINAL CAMPINA DO SIQUEIRA,07:37
104406,TERMINAL CABRAL,08:22
104706,TERMINAL CAPAO DA IMBUIA,08:48
105512,TERMINAL HAUER,09:05
104805,TERMINAL CAPAO RASO,09:27
104501,TERMINAL CAMPINA DO SIQUEIRA,09:57
104406,TERMINAL CABRAL,10:41
104706,TERMINAL CAPAO DA IMBUIA,11:08
105512,TERMINAL HAUER,11:28
104805,TERMINAL CAPAO RASO,11:50
104501,TERMINAL CAMPINA DO SIQUEIRA,12:20
104406,TERMINAL CABRAL,13:05
104706,TERMINAL CAPAO DA IMBUIA,13:32
105512,TERMINAL HAUER,13:52
104805,TERMINAL CAPAO RASO,14:14
104501,TERMINAL CAMPINA DO SIQUEIRA,14:44
104406,TERMINAL CABRAL,15:27
104706,TERMINAL CAPAO DA IMBUIA,15:54
105512,TERMINAL HAUER,16:14
104805,TERMINAL CAPAO RASO,16:35
104501,TERMINAL CAMPINA DO SIQUEIRA,17:04
104406,TERMINAL CABRAL,17:53
104706,TERMINAL CAPAO DA IMBUIA,18:30
105512,TERMINAL HAUER,18:52
104805,TERMINAL CAPAO RASO,19:14
