Linha,020
Tabela,009
num,ponto,horario
104706,TERMINAL CAPAO DA IMBUIA,05:26
105512,TERMINAL HAUER,05:43
104805,TERMINAL CAPAO RASO,06:05
104501,TERMINAL CAMPINA DO SIQUEIRA,06:32
104406,TERMINAL CABRAL,07:17
104706,TERMINAL CAPAO DA IMBUIA,07:44
105512,TERMINAL HAUER,08:05
104805,TERMINAL CAPAO RASO,08:30
104501,TERMINAL CAMPINA DO SIQUEIRA,09:02
104406,TERMINAL CABRAL,09:46
104706,TERMINAL CAPAO DA IMBUIA,10:11
105512,TERMINAL HAUER,10:31
104805,TERMINAL CAPAO RASO,10:55
104501,TERMINAL CAMPINA DO SIQUEIRA,11:25
104406,TERMINAL CABRAL,12:09
104706,TERMINAL CAPAO DA IMBUIA,12:34
105512,TERMINAL HAUER,12:54
104805,TERMINAL CAPAO RASO,13:18
104501,TERMINAL CAMPINA DO SIQUEIRA,13:48
104406,TERMINAL CABRAL,14:33
104706,TERMINAL CAPAO DA IMBUIA,14:57
105512,TERMINAL HAUER,15:17
104805,TERMINAL CAPAO RASO,15:41
104501,TERMINAL CAMPINA DO SIQUEIRA,16:11
104406,TERMINAL CABRAL,16:57
104706,TERMINAL CAPAO DA IMBUIA,17:26
105512,TERMINAL HAUER,17:51
104805,TERMINAL CAPAO RASO,18:18
104501,TERMINAL CAMPINA DO SIQUEIRA,18:54
104406,TERMINAL CABRAL,19:42
