Linha,350
Tabela,011
num,ponto,horario
130993,ESTACAO ATUBA,06:06
150899,TERMINAL PINHEIRINHO,06:43
130993,ESTACAO ATUBA,07:22
150899,TERMINAL PINHEIRINHO,08:04
130993,ESTACAO ATUBA,08:38
150899,TERMINAL PINHEIRINHO,09:19
130993,ESTACAO ATUBA,09:58
150899,TERMINAL PINHEIRINHO,10:37
130993,ESTACAO ATUBA,11:16
150899,TERMINAL PINHEIRINHO,11:55
130993,ESTACAO ATUBA,12:34
150899,TERMINAL PINHEIRINHO,13:13
130993,ESTACAO ATUBA,13:52
150899,TERMINAL PINHEIRINHO,14:31
130993,ESTACAO ATUBA,15:10
150899,TERMINAL PINHEIRINHO,15:49
130993,ESTACAO ATUBA,16:33
150899,TERMINAL PINHEIRINHO,17:07
130993,ESTACAO ATUBA,17:46
150899,TERMINAL PINHEIRINHO,18:25
130993,ESTACAO ATUBA,19:04
150899,TERMINAL PINHEIRINHO,19:43
