Linha,350
Tabela,003
num,ponto,horario
130993,ESTACAO ATUBA,05:38
150899,TERMINAL PINHEIRINHO,06:15
130993,ESTACAO ATUBA,06:52
150899,TERMINAL PINHEIRINHO,07:30
130993,ESTACAO ATUBA,08:07
150899,TERMINAL PINHEIRINHO,08:46
130993,ESTACAO ATUBA,09:24
150899,TERMINAL PINHEIRINHO,10:03
130993,ESTACAO ATUBA,10:41
150899,TERMINAL PINHEIRINHO,11:20
130993,ESTACAO ATUBA,11:58
150899,TERMINAL PINHEIRINHO,12:37
130993,ESTACAO ATUBA,13:15
150899,TERMINAL PINHEIRINHO,13:54
130993,ESTACAO ATUBA,14:32
150899,TERMINAL PINHEIRINHO,15:11
130993,ESTACAO ATUBA,15:49
150899,TERMINAL PINHEIRINHO,16:33
130993,ESTACAO ATUBA,17:12
150899,TERMINAL PINHEIRINHO,17:52
130993,ESTACAO ATUBA,18:32
150899,TERMINAL PINHEIRINHO,19:12
