Linha,508
Tabela,004
num,ponto,horario
109677,TERMINAL PINHEIRINHO,06:38
109111,TERMINAL SITIO CERCADO,06:50
109104,TERMINAL BOQUEIRAO,07:02
109026,TERMINAL GUADALUPE,07:32
109677,TERMINAL PINHEIRINHO,08:02
109111,TERMINAL SITIO CERCADO,08:14
109104,TERMINAL BOQUEIRAO,08:27
109026,TERMINAL GUADALUPE,08:57
109677,TERMINAL PINHEIRINHO,09:27
109111,TERMINAL SITIO CERCADO,09:40
109104,TERMINAL BOQUEIRAO,09:53
109026,TERMINAL GUADALUPE,10:24
109677,TERMINAL PINHEIRINHO,10:57
109111,TERMINAL SITIO CERCADO,11:10
109104,TERMINAL BOQUEIRAO,11:23
109026,TERMINAL GUADALUPE,11:54
109677,TERMINAL PINHEIRINHO,12:27
109111,TERMINAL SITIO CERCADO,12:41
109104,TERMINAL BOQUEIRAO,12:55
109026,TERMINAL GUADALUPE,13:27
109677,TERMINAL PINHEIRINHO,14:01
