Linha,021
Tabela,006-2
num,ponto,horario
105511,TERMINAL HAUER,16:03
104703,TERMINAL CAPAO DA IMBUIA,16:29
104405,TERMINAL CABRAL,16:57
104506,TERMINAL CAMPINA DO SIQUEIRA,17:45
104819,TERMINAL CAPAO RASO,18:24
105511,TERMINAL HAUER,18:51
104703,TERMINAL CAPAO DA IMBUIA,19:14
104405,TERMINAL CABRAL,19:36
104506,TERMINAL CAMPINA DO SIQUEIRA,20:14
104819,TERMINAL CAPAO RASO,20:39
105511,TERMINAL HAUER,21:02
104703,TERMINAL CAPAO DA IMBUIA,21:22
104405,TERMINAL CABRAL,21:46
104506,TERMINAL CAMPINA DO SIQUEIRA,22:21
104819,TERMINAL CAPAO RASO,22:45
105511,TERMINAL HAUER,23:07
104703,TERMINAL CAPAO DA IMBUIA,23:25
104405,TERMINAL CABRAL,23:46
