Linha,021
Tabela,015
num,ponto,horario
104405,TERMINAL CABRAL,06:07
104506,TERMINAL CAMPINA DO SIQUEIRA,06:53
104819,TERMINAL CAPAO RASO,07:26
105511,TERMINAL HAUER,07:54
104703,TERMINAL CAPAO DA IMBUIA,08:19
104405,TERMINAL CABRAL,08:47
104506,TERMINAL CAMPINA DO SIQUEIRA,09:35
104819,TERMINAL CAPAO RASO,10:07
105511,TERMINAL HAUER,10:32
104703,TERMINAL CAPAO DA IMBUIA,10:55
104405,TERMINAL CABRAL,11:23
104506,TERMINAL CAMPINA DO SIQUEIRA,12:08
104819,TERMINAL CAPAO RASO,12:40
105511,TERMINAL HAUER,13:04
104703,TERMINAL CAPAO DA IMBUIA,13:28
104405,TERMINAL CABRAL,13:56
104506,TERMINAL CAMPINA DO SIQUEIRA,14:41
104819,TERMINAL CAPAO RASO,15:13
105511,TERMINAL HAUER,15:44
104703,TERMINAL CAPAO DA IMBUIA,16:09
104405,TERMINAL CABRAL,16:37
104506,TERMINAL CAMPINA DO SIQUEIRA,17:25
104819,TERMINAL CAPAO RASO,18:03
105511,TERMINAL HAUER,18:31
104703,TERMINAL CAPAO DA IMBUIA,18:56
104405,TERMINAL CABRAL,19:25
