Linha,021
Tabela,011
num,ponto,horario
104506,TERMINAL CAMPINA DO SIQUEIRA,05:26
104819,TERMINAL CAPAO RASO,05:54
105511,TERMINAL HAUER,06:20
104703,TERMINAL CAPAO DA IMBUIA,06:43
104405,TERMINAL CABRAL,07:15
104506,TERMINAL CAMPINA DO SIQUEIRA,08:04
104819,TERMINAL CAPAO RASO,08:38
105511,TERMINAL HAUER,09:03
104703,TERMINAL CAPAO DA IMBUIA,09:26
104405,TERMINAL CABRAL,09:53
104506,TERMINAL CAMPINA DO SIQUEIRA,10:39
104819,TERMINAL CAPAO RASO,11:11
105511,TERMINAL HAUER,11:36
104703,TERMINAL CAPAO DA IMBUIA,11:59
104405,TERMINAL CABRAL,12:27
104506,TERMINAL CAMPINA DO SIQUEIRA,13:12
104819,TERMINAL CAPAO RASO,13:44
105511,TERMINAL HAUER,14:09
104703,TERMINAL CAPAO DA IMBUIA,14:32
104405,TERMINAL CABRAL,15:00
104506,TERMINAL CAMPINA DO SIQUEIRA,15:45
104819,TERMINAL CAPAO RASO,16:17
105511,TERMINAL HAUER,16:42
104703,TERMINAL CAPAO DA IMBUIA,17:07
104405,TERMINAL CABRAL,17:40
104506,TERMINAL CAMPINA DO SIQUEIRA,18:38
104819,TERMINAL CAPAO RASO,19:12
105511,TERMINAL HAUER,19:34
104703,TERMINAL CAPAO DA IMBUIA,19:58
104405,TERMINAL CABRAL,20:22
104506,TERMINAL CAMPINA DO SIQUEIRA,20:57
104819,TERMINAL CAPAO RASO,21:21
105511,TERMINAL HAUER,21:44
104703,TERMINAL CAPAO DA IMBUIA,22:04
104405,TERMINAL CABRAL,22:27
104506,TERMINAL CAMPINA DO SIQUEIRA,23:03
104819,TERMINAL CAPAO RASO,23:27
105511,TERMINAL HAUER,23:48
104703,TERMINAL CAPAO DA IMBUIA,00:06
