Linha,778
Tabela,3-2
num,ponto,horario
102010,PRACA RUI BARBOSA,16:11
105303,TERMINAL FAZENDINHA,16:53
102010,PRACA RUI BARBOSA,17:39
105303,TERMINAL FAZENDINHA,18:31
102010,PRACA RUI BARBOSA,19:14
105303,TERMINAL FAZENDINHA,19:52
102010,PRACA RUI BARBOSA,20:26
105303,TERMINAL FAZENDINHA,20:55
102010,PRACA RUI BARBOSA,21:28
105303,TERMINAL FAZENDINHA,21:58
102010,PRACA RUI BARBOSA,22:31
105303,TERMINAL FAZENDINHA,23:01
102010,PRACA RUI BARBOSA,23:32
105303,TERMINAL FAZENDINHA,00:02
102010,PRACA RUI BARBOSA,00:30
