Linha,365
Tabela,001
num,ponto,horario
130285,ESTACAO FAGUNDES VARELA,05:50
103503,PRACA ZACARIAS,06:16
180956,BAIRRO BATEL,06:36
103201,PRACA CARLOS GOMES,06:54
130285,ESTACAO FAGUNDES VARELA,07:20
103503,PRACA ZACARIAS,07:46
180956,BAIRRO BATEL,08:09
103201,PRACA CARLOS GOMES,08:28
130285,ESTACAO FAGUNDES VARELA,08:54
103503,PRACA ZACARIAS,09:22
180956,BAIRRO BATEL,09:44
103201,PRACA CARLOS GOMES,10:06
130285,ESTACAO FAGUNDES VARELA,10:34
103503,PRACA ZACARIAS,11:00
180956,BAIRRO BATEL,11:24
103201,PRACA CARLOS GOMES,11:44
130285,ESTACAO FAGUNDES VARELA,12:10
103503,PRACA ZACARIAS,12:36
180956,BAIRRO BATEL,13:00
103201,PRACA CARLOS GOMES,13:20
130285,ESTACAO FAGUNDES VARELA,13:46
103503,PRACA ZACARIAS,14:12
180956,BAIRRO BATEL,14:36
103201,PRACA CARLOS GOMES,14:56
130285,ESTACAO FAGUNDES VARELA,15:22
103503,PRACA ZACARIAS,15:48
180956,BAIRRO BATEL,16:12
103201,PRACA CARLOS GOMES,16:36
130285,ESTACAO FAGUNDES VARELA,17:02
103503,PRACA ZACARIAS,17:30
180956,BAIRRO BATEL,17:54
103201,PRACA CARLOS GOMES,18:20
130285,ESTACAO FAGUNDES VARELA,18:48
103503,PRACA ZACARIAS,19:13
180956,BAIRRO BATEL,19:36
103201,PRACA CARLOS GOMES,19:54
130285,ESTACAO FAGUNDES VARELA,20:20
103503,PRACA ZACARIAS,20:43
180956,BAIRRO BATEL,21:06
103201,PRACA CARLOS GOMES,21:24
130285,ESTACAO FAGUNDES VARELA,21:50
103503,PRACA ZACARIAS,22:13
180956,BAIRRO BATEL,22:35
103201,PRACA CARLOS GOMES,22:54
130285,ESTACAO FAGUNDES VARELA,23:20
103503,PRACA ZACARIAS,23:40
180956,BAIRRO BATEL,23:55
103201,PRACA CARLOS GOMES,00:10
