Linha,629
Tabela,1
num,ponto,horario
160016,BAIRRO ALTO BOQUEIRAO,05:30
104816,TERMINAL CAPAO RASO,06:00
160016,BAIRRO ALTO BOQUEIRAO,06:30
104816,TERMINAL CAPAO RASO,07:00
160016,BAIRRO ALTO BOQUEIRAO,07:30
104816,TERMINAL CAPAO RASO,08:00
160016,BAIRRO ALTO BOQUEIRAO,08:30
104816,TERMINAL CAPAO RASO,09:00
160016,BAIRRO ALTO BOQUEIRAO,09:30
104816,TERMINAL CAPAO RASO,10:00
160016,BAIRRO ALTO BOQUEIRAO,10:30
104816,TERMINAL CAPAO RASO,11:00
160016,BAIRRO ALTO BOQUEIRAO,11:30
104816,TERMINAL CAPAO RASO,12:02
160016,BAIRRO ALTO BOQUEIRAO,12:32
104816,TERMINAL CAPAO RASO,13:04
160016,BAIRRO ALTO BOQUEIRAO,13:34
104816,TERMINAL CAPAO RASO,14:05
160016,BAIRRO ALTO BOQUEIRAO,14:35
104816,TERMINAL CAPAO RASO,15:05
160016,BAIRRO ALTO BOQUEIRAO,15:35
104816,TERMINAL CAPAO RASO,16:05
160016,BAIRRO ALTO BOQUEIRAO,16:35
104816,TERMINAL CAPAO RASO,17:05
160016,BAIRRO ALTO BOQUEIRAO,17:40
104816,TERMINAL CAPAO RASO,18:15
160016,BAIRRO ALTO BOQUEIRAO,18:50
104816,TERMINAL CAPAO RASO,19:25
160016,BAIRRO ALTO BOQUEIRAO,20:00
104816,TERMINAL CAPAO RASO,20:30
160016,BAIRRO ALTO BOQUEIRAO,21:00
104816,TERMINAL CAPAO RASO,21:30
160016,BAIRRO ALTO BOQUEIRAO,22:00
104816,TERMINAL CAPAO RASO,22:30
160016,BAIRRO ALTO BOQUEIRAO,23:00
104816,TERMINAL CAPAO RASO,23:30
