Linha,030
Tabela,005
num,ponto,horario
105907,TERMINAL SANTA CANDIDA,05:32
104001,TERM.BAIRRO ALTO(SEN.OFICINAS),05:47
105603,TERMINAL OFICINAS (SENT.CARMO),06:08
104907,TERMINAL CARMO (SENT. C.RASO),06:30
104815,TERMINAL CAPAO RASO,06:54
104905,TERMINAL CARMO (SENT.OFICINAS),07:23
105606,TERMINAL OFICINAS(SENT.B.ALTO),07:47
104006,TERM.BAIRRO ALTO (SENT.S.CAND),08:07
105907,TERMINAL SANTA CANDIDA,08:23
104001,TERM.BAIRRO ALTO(SEN.OFICINAS),08:39
105603,TERMINAL OFICINAS (SENT.CARMO),08:59
104907,TERMINAL CARMO (SENT. C.RASO),09:25
104815,TERMINAL CAPAO RASO,09:49
104905,TERMINAL CARMO (SENT.OFICINAS),10:19
105606,TERMINAL OFICINAS(SENT.B.ALTO),10:44
104006,TERM.BAIRRO ALTO (SENT.S.CAND),11:04
105907,TERMINAL SANTA CANDIDA,11:20
104001,TERM.BAIRRO ALTO(SEN.OFICINAS),11:36
105603,TERMINAL OFICINAS (SENT.CARMO),11:56
104907,TERMINAL CARMO (SENT. C.RASO),12:22
104815,TERMINAL CAPAO RASO,12:46
104905,TERMINAL CARMO (SENT.OFICINAS),13:16
105606,TERMINAL OFICINAS(SENT.B.ALTO),13:41
104006,TERM.BAIRRO ALTO (SENT.S.CAND),14:01
105907,TERMINAL SANTA CANDIDA,14:17
104001,TERM.BAIRRO ALTO(SEN.OFICINAS),14:33
105603,TERMINAL OFICINAS (SENT.CARMO),14:53
104907,TERMINAL CARMO (SENT. C.RASO),15:19
104815,TERMINAL CAPAO RASO,15:43
104905,TERMINAL CARMO (SENT.OFICINAS),16:13
105606,TERMINAL OFICINAS(SENT.B.ALTO),16:38
104006,TERM.BAIRRO ALTO (SENT.S.CAND),16:58
105907,TERMINAL SANTA CANDIDA,17:14
104001,TERM.BAIRRO ALTO(SEN.OFICINAS),17:30
105603,TERMINAL OFICINAS (SENT.CARMO),17:50
104907,TERMINAL CARMO (SENT. C.RASO),18:16
104815,TERMINAL CAPAO RASO,18:40
104905,TERMINAL CARMO (SENT.OFICINAS),19:10
105606,TERMINAL OFICINAS(SENT.B.ALTO),19:35
104006,TERM.BAIRRO ALTO (SENT.S.CAND),19:55
105907,TERMINAL SANTA CANDIDA,20:11
104001,TERM.BAIRRO ALTO(SEN.OFICINAS),20:27
105603,TERMINAL OFICINAS (SENT.CARMO),20:47
104907,TERMINAL CARMO (SENT. C.RASO),21:13
104815,TERMINAL CAPAO RASO,21:36
104905,TERMINAL CARMO (SENT.OFICINAS),22:05
105606,TERMINAL OFICINAS(SENT.B.ALTO),22:30
104006,TERM.BAIRRO ALTO (SENT.S.CAND),22:49
105907,TERMINAL SANTA CANDIDA,23:05
104001,TERM.BAIRRO ALTO(SEN.OFICINAS),23:19
105603,TERMINAL OFICINAS (SENT.CARMO),23:37
104907,TERMINAL CARMO (SENT. C.RASO),00:00
104815,TERMINAL CAPAO RASO,00:23
