Linha,030
Tabela,004
num,ponto,horario
104815,TERMINAL CAPAO RASO,05:11
104905,TERMINAL CARMO (SENT.OFICINAS),05:39
105606,TERMINAL OFICINAS(SENT.B.ALTO),06:02
104006,TERM.BAIRRO ALTO (SENT.S.CAND),06:21
105907,TERMINAL SANTA CANDIDA,06:37
104001,TERM.BAIRRO ALTO(SEN.OFICINAS),06:52
105603,TERMINAL OFICINAS (SENT.CARMO),07:14
104907,TERMINAL CARMO (SENT. C.RASO),07:38
104815,TERMINAL CAPAO RASO,08:02
104905,TERMINAL CARMO (SENT.OFICINAS),08:32
105606,TERMINAL OFICINAS(SENT.B.ALTO),08:57
104006,TERM.BAIRRO ALTO (SENT.S.CAND),09:17
105907,TERMINAL SANTA CANDIDA,09:33
104001,TERM.BAIRRO ALTO(SEN.OFICINAS),09:49
105603,TERMINAL OFICINAS (SENT.CARMO),10:09
104907,TERMINAL CARMO (SENT. C.RASO),10:35
104815,TERMINAL CAPAO RASO,10:59
104905,TERMINAL CARMO (SENT.OFICINAS),11:29
105606,TERMINAL OFICINAS(SENT.B.ALTO),11:54
104006,TERM.BAIRRO ALTO (SENT.S.CAND),12:14
105907,TERMINAL SANTA CANDIDA,12:30
104001,TERM.BAIRRO ALTO(SEN.OFICINAS),12:46
105603,TERMINAL OFICINAS (SENT.CARMO),13:06
104907,TERMINAL CARMO (SENT. C.RASO),13:32
104815,TERMINAL CAPAO RASO,13:56
104905,TERMINAL CARMO (SENT.OFICINAS),14:26
105606,TERMINAL OFICINAS(SENT.B.ALTO),14:51
104006,TERM.BAIRRO ALTO (SENT.S.CAND),15:11
105907,TERMINAL SANTA CANDIDA,15:27
104001,TERM.BAIRRO ALTO(SEN.OFICINAS),15:43
105603,TERMINAL OFICINAS (SENT.CARMO),16:03
104907,TERMINAL CARMO (SENT. C.RASO),16:29
104815,TERMINAL CAPAO RASO,16:53
104905,TERMINAL CARMO (SENT.OFICINAS),17:23
105606,TERMINAL OFICINAS(SENT.B.ALTO),17:48
104006,TERM.BAIRRO ALTO (SENT.S.CAND),18:08
105907,TERMINAL SANTA CANDIDA,18:24
104001,TERM.BAIRRO ALTO(SEN.OFICINAS),18:40
105603,TERMINAL OFICINAS (SENT.CARMO),19:00
104907,TERMINAL CARMO (SENT. C.RASO),19:26
104815,TERMINAL CAPAO RASO,19:50
104905,TERMINAL CARMO (SENT.OFICINAS),20:20
105606,TERMINAL OFICINAS(SENT.B.ALTO),20:45
104006,TERM.BAIRRO ALTO (SENT.S.CAND),21:05
105907,TERMINAL SANTA CANDIDA,21:21
104001,TERM.BAIRRO ALTO(SEN.OFICINAS),21:37
105603,TERMINAL OFICINAS (SENT.CARMO),21:57
104907,TERMINAL CARMO (SENT. C.RASO),22:23
104815,TERMINAL CAPAO RASO,22:43
104905,TERMINAL CARMO (SENT.OFICINAS),23:11
105606,TERMINAL OFICINAS(SENT.B.ALTO),23:35
104006,TERM.BAIRRO ALTO (SENT.S.CAND),23:55
105907,TERMINAL SANTA CANDIDA,00:08
