Linha,475
Tabela,003
num,ponto,horario
140871,BAIRRO CANAL BELEM,06:37
102019,PRACA RUI BARBOSA,07:18
140871,BAIRRO CANAL BELEM,08:01
102019,PRACA RUI BARBOSA,08:55
140871,BAIRRO CANAL BELEM,09:35
102019,PRACA RUI BARBOSA,10:14
140871,BAIRRO CANAL BELEM,11:00
102019,PRACA RUI BARBOSA,11:39
140871,BAIRRO CANAL BELEM,12:16
102019,PRACA RUI BARBOSA,12:55
140871,BAIRRO CANAL BELEM,13:32
102019,PRACA RUI BARBOSA,14:11
140871,BAIRRO CANAL BELEM,14:48
102019,PRACA RUI BARBOSA,15:27
140871,BAIRRO CANAL BELEM,16:10
102019,PRACA RUI BARBOSA,16:59
140871,BAIRRO CANAL BELEM,17:45
102019,PRACA RUI BARBOSA,18:26
140871,BAIRRO CANAL BELEM,19:12
102019,PRACA RUI BARBOSA,19:53
140871,BAIRRO CANAL BELEM,20:30
102019,PRACA RUI BARBOSA,21:07
140871,BAIRRO CANAL BELEM,21:44
102019,PRACA RUI BARBOSA,22:21
140871,BAIRRO CANAL BELEM,22:58
102019,PRACA RUI BARBOSA,23:35
