Linha,643
Tabela,001
num,ponto,horario
160449,RUA NICOLA PELLANDA (INÍCIO),04:42
160292,BAIRRO UMBARA (CONJ.C.BELO),04:45
105929,TERM.PINHEIRINHO (CONJ.C.BELO),05:20
160292,BAIRRO UMBARA (CONJ.C.BELO),05:48
105929,TERM.PINHEIRINHO (CONJ.C.BELO),06:27
160292,BAIRRO UMBARA (CONJ.C.BELO),06:56
105929,TERM.PINHEIRINHO (CONJ.C.BELO),07:42
160292,BAIRRO UMBARA (CONJ.C.BELO),08:18
105929,TERM.PINHEIRINHO (CONJ.C.BELO),08:58
160292,BAIRRO UMBARA (CONJ.C.BELO),09:27
105929,TERM.PINHEIRINHO (CONJ.C.BELO),10:03
160292,BAIRRO UMBARA (CONJ.C.BELO),10:32
105929,TERM.PINHEIRINHO (CONJ.C.BELO),11:09
160292,BAIRRO UMBARA (CONJ.C.BELO),11:41
105929,TERM.PINHEIRINHO (CONJ.C.BELO),12:17
160292,BAIRRO UMBARA (CONJ.C.BELO),12:49
105929,TERM.PINHEIRINHO (CONJ.C.BELO),13:25
160292,BAIRRO UMBARA (CONJ.C.BELO),13:56
105929,TERM.PINHEIRINHO (CONJ.C.BELO),14:32
160292,BAIRRO UMBARA (CONJ.C.BELO),15:03
105929,TERM.PINHEIRINHO (CONJ.C.BELO),15:39
160292,BAIRRO UMBARA (CONJ.C.BELO),16:13
105929,TERM.PINHEIRINHO (CONJ.C.BELO),16:58
160292,BAIRRO UMBARA (CONJ.C.BELO),17:32
105929,TERM.PINHEIRINHO (CONJ.C.BELO),18:17
160292,BAIRRO UMBARA (CONJ.C.BELO),18:55
105929,TERM.PINHEIRINHO (CONJ.C.BELO),19:29
160292,BAIRRO UMBARA (CONJ.C.BELO),20:00
105929,TERM.PINHEIRINHO (CONJ.C.BELO),20:32
160292,BAIRRO UMBARA (CONJ.C.BELO),20:59
105929,TERM.PINHEIRINHO (CONJ.C.BELO),21:35
160292,BAIRRO UMBARA (CONJ.C.BELO),22:02
105929,TERM.PINHEIRINHO (CONJ.C.BELO),22:37
160292,BAIRRO UMBARA (CONJ.C.BELO),23:04
105929,TERM.PINHEIRINHO (CONJ.C.BELO),23:39
