Linha,801
Tabela,001
num,ponto,horario
104507,TERMINAL CAMPINA DO SIQUEIRA,06:00
103502,PRACA ZACARIAS,06:20
104507,TERMINAL CAMPINA DO SIQUEIRA,06:40
103502,PRACA ZACARIAS,07:00
104507,TERMINAL CAMPINA DO SIQUEIRA,07:20
103502,PRACA ZACARIAS,07:40
104507,TERMINAL CAMPINA DO SIQUEIRA,08:00
103502,PRACA ZACARIAS,08:20
104507,TERMINAL CAMPINA DO SIQUEIRA,08:40
103502,PRACA ZACARIAS,09:00
104507,TERMINAL CAMPINA DO SIQUEIRA,09:20
103502,PRACA ZACARIAS,09:42
104507,TERMINAL CAMPINA DO SIQUEIRA,10:06
103502,PRACA ZACARIAS,10:28
104507,TERMINAL CAMPINA DO SIQUEIRA,10:52
103502,PRACA ZACARIAS,11:14
104507,TERMINAL CAMPINA DO SIQUEIRA,11:38
103502,PRACA ZACARIAS,12:00
104507,TERMINAL CAMPINA DO SIQUEIRA,12:24
103502,PRACA ZACARIAS,12:46
104507,TERMINAL CAMPINA DO SIQUEIRA,13:10
103502,PRACA ZACARIAS,13:32
104507,TERMINAL CAMPINA DO SIQUEIRA,13:56
103502,PRACA ZACARIAS,14:18
104507,TERMINAL CAMPINA DO SIQUEIRA,14:42
103502,PRACA ZACARIAS,15:04
104507,TERMINAL CAMPINA DO SIQUEIRA,15:28
103502,PRACA ZACARIAS,15:50
104507,TERMINAL CAMPINA DO SIQUEIRA,16:14
103502,PRACA ZACARIAS,16:36
104507,TERMINAL CAMPINA DO SIQUEIRA,17:00
103502,PRACA ZACARIAS,17:22
104507,TERMINAL CAMPINA DO SIQUEIRA,17:46
103502,PRACA ZACARIAS,18:08
104507,TERMINAL CAMPINA DO SIQUEIRA,18:32
103502,PRACA ZACARIAS,18:54
104507,TERMINAL CAMPINA DO SIQUEIRA,19:18
103502,PRACA ZACARIAS,19:40
