Linha,203
Tabela,2-1
num,ponto,horario
104801,TERMINAL CAPAO RASO,05:12
108035,ESTACAO TUBO BENTO VIANA/NORTE,05:27
108023,ESTACAO TUBO CENTRAL/NORTE,05:39
104411,TERMINAL CABRAL/SENTIDO NORTE,05:50
105901,TERMINAL SANTA CANDIDA,06:06
104413,TERMINAL CABRAL/SENTIDO SUL,06:20
108024,ESTACAO TUBO CENTRAL/SUL,06:32
108036,ESTACAO TUBO BENTO VIANA/SUL,06:46
104801,TERMINAL CAPAO RASO,07:10
108035,ESTACAO TUBO BENTO VIANA/NORTE,07:29
108023,ESTACAO TUBO CENTRAL/NORTE,07:41
104411,TERMINAL CABRAL/SENTIDO NORTE,07:52
105901,TERMINAL SANTA CANDIDA,08:11
104413,TERMINAL CABRAL/SENTIDO SUL,08:24
108024,ESTACAO TUBO CENTRAL/SUL,08:36
108036,ESTACAO TUBO BENTO VIANA/SUL,08:50
