Linha,203
Tabela,003-2
num,ponto,horario
105901,TERMINAL SANTA CANDIDA,16:08
104413,TERMINAL CABRAL/SENTIDO SUL,16:21
108024,ESTACAO TUBO CENTRAL/SUL,16:33
108036,ESTACAO TUBO BENTO VIANA/SUL,16:46
104801,TERMINAL CAPAO RASO,17:12
108035,ESTACAO TUBO BENTO VIANA/NORTE,17:31
108023,ESTACAO TUBO CENTRAL/NORTE,17:44
104411,TERMINAL CABRAL/SENTIDO NORTE,17:55
105901,TERMINAL SANTA CANDIDA,18:16
104413,TERMINAL CABRAL/SENTIDO SUL,18:29
108024,ESTACAO TUBO CENTRAL/SUL,18:41
108036,ESTACAO TUBO BENTO VIANA/SUL,18:54
104801,TERMINAL CAPAO RASO,19:18
108035,ESTACAO TUBO BENTO VIANA/NORTE,19:36
108023,ESTACAO TUBO CENTRAL/NORTE,19:48
104411,TERMINAL CABRAL/SENTIDO NORTE,19:59
105901,TERMINAL SANTA CANDIDA,20:18
104413,TERMINAL CABRAL/SENTIDO SUL,20:30
108024,ESTACAO TUBO CENTRAL/SUL,20:42
108036,ESTACAO TUBO BENTO VIANA/SUL,20:53
104801,TERMINAL CAPAO RASO,21:16
108035,ESTACAO TUBO BENTO VIANA/NORTE,21:33
108023,ESTACAO TUBO CENTRAL/NORTE,21:45
104411,TERMINAL CABRAL/SENTIDO NORTE,21:55
105901,TERMINAL SANTA CANDIDA,22:15
104413,TERMINAL CABRAL/SENTIDO SUL,22:27
108024,ESTACAO TUBO CENTRAL/SUL,22:39
108036,ESTACAO TUBO BENTO VIANA/SUL,22:50
104801,TERMINAL CAPAO RASO,23:13
108035,ESTACAO TUBO BENTO VIANA/NORTE,23:30
108023,ESTACAO TUBO CENTRAL/NORTE,23:42
104411,TERMINAL CABRAL/SENTIDO NORTE,23:52
