Linha,203
Tabela,004-1
num,ponto,horario
104801,TERMINAL CAPAO RASO,05:22
108035,ESTACAO TUBO BENTO VIANA/NORTE,05:38
108023,ESTACAO TUBO CENTRAL/NORTE,05:50
104411,TERMINAL CABRAL/SENTIDO NORTE,06:00
105901,TERMINAL SANTA CANDIDA,06:17
104413,TERMINAL CABRAL/SENTIDO SUL,06:29
108024,ESTACAO TUBO CENTRAL/SUL,06:41
108036,ESTACAO TUBO BENTO VIANA/SUL,06:55
104801,TERMINAL CAPAO RASO,07:18
108035,ESTACAO TUBO BENTO VIANA/NORTE,07:36
108023,ESTACAO TUBO CENTRAL/NORTE,07:48
104411,TERMINAL CABRAL/SENTIDO NORTE,07:59
105901,TERMINAL SANTA CANDIDA,08:18
104413,TERMINAL CABRAL/SENTIDO SUL,08:31
108024,ESTACAO TUBO CENTRAL/SUL,08:43
108036,ESTACAO TUBO BENTO VIANA/SUL,08:57
