Linha,203
Tabela,13
num,ponto,horario
105901,TERMINAL SANTA CANDIDA,05:59
104413,TERMINAL CABRAL/SENTIDO SUL,06:12
108024,ESTACAO TUBO CENTRAL/SUL,06:24
108036,ESTACAO TUBO BENTO VIANA/SUL,06:37
104801,TERMINAL CAPAO RASO,07:00
108035,ESTACAO TUBO BENTO VIANA/NORTE,07:18
108023,ESTACAO TUBO CENTRAL/NORTE,07:30
104411,TERMINAL CABRAL/SENTIDO NORTE,07:41
105901,TERMINAL SANTA CANDIDA,08:00
104413,TERMINAL CABRAL/SENTIDO SUL,08:13
108024,ESTACAO TUBO CENTRAL/SUL,08:25
108036,ESTACAO TUBO BENTO VIANA/SUL,08:38
104801,TERMINAL CAPAO RASO,09:00
108035,ESTACAO TUBO BENTO VIANA/NORTE,09:19
108023,ESTACAO TUBO CENTRAL/NORTE,09:31
104411,TERMINAL CABRAL/SENTIDO NORTE,09:42
105901,TERMINAL SANTA CANDIDA,10:00
104413,TERMINAL CABRAL/SENTIDO SUL,10:13
108024,ESTACAO TUBO CENTRAL/SUL,10:25
108036,ESTACAO TUBO BENTO VIANA/SUL,10:39
104801,TERMINAL CAPAO RASO,11:02
108035,ESTACAO TUBO BENTO VIANA/NORTE,11:21
108023,ESTACAO TUBO CENTRAL/NORTE,11:33
104411,TERMINAL CABRAL/SENTIDO NORTE,11:44
105901,TERMINAL SANTA CANDIDA,12:03
104413,TERMINAL CABRAL/SENTIDO SUL,12:16
108024,ESTACAO TUBO CENTRAL/SUL,12:28
108036,ESTACAO TUBO BENTO VIANA/SUL,12:42
104801,TERMINAL CAPAO RASO,13:05
108035,ESTACAO TUBO BENTO VIANA/NORTE,13:24
108023,ESTACAO TUBO CENTRAL/NORTE,13:36
104411,TERMINAL CABRAL/SENTIDO NORTE,13:47
105901,TERMINAL SANTA CANDIDA,14:06
104413,TERMINAL CABRAL/SENTIDO SUL,14:19
108024,ESTACAO TUBO CENTRAL/SUL,14:31
108036,ESTACAO TUBO BENTO VIANA/SUL,14:45
104801,TERMINAL CAPAO RASO,15:08
108035,ESTACAO TUBO BENTO VIANA/NORTE,15:27
108023,ESTACAO TUBO CENTRAL/NORTE,15:39
104411,TERMINAL CABRAL/SENTIDO NORTE,15:50
105901,TERMINAL SANTA CANDIDA,16:08
104413,TERMINAL CABRAL/SENTIDO SUL,16:21
108024,ESTACAO TUBO CENTRAL/SUL,16:33
108036,ESTACAO TUBO BENTO VIANA/SUL,16:47
104801,TERMINAL CAPAO RASO,17:12
108035,ESTACAO TUBO BENTO VIANA/NORTE,17:32
108023,ESTACAO TUBO CENTRAL/NORTE,17:45
104411,TERMINAL CABRAL/SENTIDO NORTE,17:56
105901,TERMINAL SANTA CANDIDA,18:14
104413,TERMINAL CABRAL/SENTIDO SUL,18:27
108024,ESTACAO TUBO CENTRAL/SUL,18:39
108036,ESTACAO TUBO BENTO VIANA/SUL,18:53
104801,TERMINAL CAPAO RASO,19:16
108035,ESTACAO TUBO BENTO VIANA/NORTE,19:35
108023,ESTACAO TUBO CENTRAL/NORTE,19:48
104411,TERMINAL CABRAL/SENTIDO NORTE,19:59
