Linha,203
Tabela,4
num,ponto,horario
104801,TERMINAL CAPAO RASO,05:23
108035,ESTACAO TUBO BENTO VIANA/NORTE,05:41
108023,ESTACAO TUBO CENTRAL/NORTE,05:53
104411,TERMINAL CABRAL/SENTIDO NORTE,06:04
105901,TERMINAL SANTA CANDIDA,06:24
104413,TERMINAL CABRAL/SENTIDO SUL,06:37
108024,ESTACAO TUBO CENTRAL/SUL,06:49
108036,ESTACAO TUBO BENTO VIANA/SUL,07:03
104801,TERMINAL CAPAO RASO,07:26
108035,ESTACAO TUBO BENTO VIANA/NORTE,07:45
108023,ESTACAO TUBO CENTRAL/NORTE,07:57
104411,TERMINAL CABRAL/SENTIDO NORTE,08:08
105901,TERMINAL SANTA CANDIDA,08:30
104413,TERMINAL CABRAL/SENTIDO SUL,08:43
108024,ESTACAO TUBO CENTRAL/SUL,08:55
108036,ESTACAO TUBO BENTO VIANA/SUL,09:09
104801,TERMINAL CAPAO RASO,09:32
108035,ESTACAO TUBO BENTO VIANA/NORTE,09:51
108023,ESTACAO TUBO CENTRAL/NORTE,10:03
104411,TERMINAL CABRAL/SENTIDO NORTE,10:14
105901,TERMINAL SANTA CANDIDA,10:33
104413,TERMINAL CABRAL/SENTIDO SUL,10:46
108024,ESTACAO TUBO CENTRAL/SUL,10:58
108036,ESTACAO TUBO BENTO VIANA/SUL,11:12
104801,TERMINAL CAPAO RASO,11:35
108035,ESTACAO TUBO BENTO VIANA/NORTE,11:54
108023,ESTACAO TUBO CENTRAL/NORTE,12:06
104411,TERMINAL CABRAL/SENTIDO NORTE,12:17
105901,TERMINAL SANTA CANDIDA,12:36
104413,TERMINAL CABRAL/SENTIDO SUL,12:49
108024,ESTACAO TUBO CENTRAL/SUL,13:01
108036,ESTACAO TUBO BENTO VIANA/SUL,13:15
104801,TERMINAL CAPAO RASO,13:38
108035,ESTACAO TUBO BENTO VIANA/NORTE,13:57
108023,ESTACAO TUBO CENTRAL/NORTE,14:09
104411,TERMINAL CABRAL/SENTIDO NORTE,14:20
105901,TERMINAL SANTA CANDIDA,14:39
104413,TERMINAL CABRAL/SENTIDO SUL,14:52
108024,ESTACAO TUBO CENTRAL/SUL,15:04
108036,ESTACAO TUBO BENTO VIANA/SUL,15:18
104801,TERMINAL CAPAO RASO,15:42
108035,ESTACAO TUBO BENTO VIANA/NORTE,16:02
108023,ESTACAO TUBO CENTRAL/NORTE,16:15
104411,TERMINAL CABRAL/SENTIDO NORTE,16:26
105901,TERMINAL SANTA CANDIDA,16:44
104413,TERMINAL CABRAL/SENTIDO SUL,16:57
108024,ESTACAO TUBO CENTRAL/SUL,17:09
108036,ESTACAO TUBO BENTO VIANA/SUL,17:23
104801,TERMINAL CAPAO RASO,17:48
108035,ESTACAO TUBO BENTO VIANA/NORTE,18:08
108023,ESTACAO TUBO CENTRAL/NORTE,18:21
104411,TERMINAL CABRAL/SENTIDO NORTE,18:32
105901,TERMINAL SANTA CANDIDA,18:49
104413,TERMINAL CABRAL/SENTIDO SUL,19:02
108024,ESTACAO TUBO CENTRAL/SUL,19:14
108036,ESTACAO TUBO BENTO VIANA/SUL,19:28
