Linha,203
Tabela,010
num,ponto,horario
105901,TERMINAL SANTA CANDIDA,05:50
104413,TERMINAL CABRAL/SENTIDO SUL,06:02
108024,ESTACAO TUBO CENTRAL/SUL,06:14
108036,ESTACAO TUBO BENTO VIANA/SUL,06:27
104801,TERMINAL CAPAO RASO,06:50
108035,ESTACAO TUBO BENTO VIANA/NORTE,07:08
108023,ESTACAO TUBO CENTRAL/NORTE,07:20
104411,TERMINAL CABRAL/SENTIDO NORTE,07:31
105901,TERMINAL SANTA CANDIDA,07:50
104413,TERMINAL CABRAL/SENTIDO SUL,08:04
108024,ESTACAO TUBO CENTRAL/SUL,08:16
108036,ESTACAO TUBO BENTO VIANA/SUL,08:29
104801,TERMINAL CAPAO RASO,08:52
108035,ESTACAO TUBO BENTO VIANA/NORTE,09:10
108023,ESTACAO TUBO CENTRAL/NORTE,09:22
104411,TERMINAL CABRAL/SENTIDO NORTE,09:33
105901,TERMINAL SANTA CANDIDA,09:53
104413,TERMINAL CABRAL/SENTIDO SUL,10:06
108024,ESTACAO TUBO CENTRAL/SUL,10:18
108036,ESTACAO TUBO BENTO VIANA/SUL,10:31
104801,TERMINAL CAPAO RASO,10:54
108035,ESTACAO TUBO BENTO VIANA/NORTE,11:12
108023,ESTACAO TUBO CENTRAL/NORTE,11:24
104411,TERMINAL CABRAL/SENTIDO NORTE,11:35
105901,TERMINAL SANTA CANDIDA,11:55
104413,TERMINAL CABRAL/SENTIDO SUL,12:08
108024,ESTACAO TUBO CENTRAL/SUL,12:20
108036,ESTACAO TUBO BENTO VIANA/SUL,12:33
104801,TERMINAL CAPAO RASO,12:56
108035,ESTACAO TUBO BENTO VIANA/NORTE,13:14
108023,ESTACAO TUBO CENTRAL/NORTE,13:26
104411,TERMINAL CABRAL/SENTIDO NORTE,13:37
105901,TERMINAL SANTA CANDIDA,13:57
104413,TERMINAL CABRAL/SENTIDO SUL,14:10
108024,ESTACAO TUBO CENTRAL/SUL,14:22
108036,ESTACAO TUBO BENTO VIANA/SUL,14:35
104801,TERMINAL CAPAO RASO,14:58
108035,ESTACAO TUBO BENTO VIANA/NORTE,15:16
108023,ESTACAO TUBO CENTRAL/NORTE,15:28
104411,TERMINAL CABRAL/SENTIDO NORTE,15:39
105901,TERMINAL SANTA CANDIDA,16:00
104413,TERMINAL CABRAL/SENTIDO SUL,16:13
108024,ESTACAO TUBO CENTRAL/SUL,16:25
108036,ESTACAO TUBO BENTO VIANA/SUL,16:38
104801,TERMINAL CAPAO RASO,17:03
108035,ESTACAO TUBO BENTO VIANA/NORTE,17:21
108023,ESTACAO TUBO CENTRAL/NORTE,17:33
104411,TERMINAL CABRAL/SENTIDO NORTE,17:44
105901,TERMINAL SANTA CANDIDA,18:04
104413,TERMINAL CABRAL/SENTIDO SUL,18:17
108024,ESTACAO TUBO CENTRAL/SUL,18:29
108036,ESTACAO TUBO BENTO VIANA/SUL,18:42
104801,TERMINAL CAPAO RASO,19:08
108035,ESTACAO TUBO BENTO VIANA/NORTE,19:27
108023,ESTACAO TUBO CENTRAL/NORTE,19:39
104411,TERMINAL CABRAL/SENTIDO NORTE,19:50
