Linha,521
Tabela,001
num,ponto,horario
150342,BAIRRO NIVALDO BRAGA,05:30
104908,TERMINAL CARMO,05:45
150342,BAIRRO NIVALDO BRAGA,06:04
104908,TERMINAL CARMO,06:19
150342,BAIRRO NIVALDO BRAGA,06:38
104908,TERMINAL CARMO,06:53
150342,BAIRRO NIVALDO BRAGA,07:13
104908,TERMINAL CARMO,07:31
150342,BAIRRO NIVALDO BRAGA,07:51
104908,TERMINAL CARMO,08:09
150342,BAIRRO NIVALDO BRAGA,08:29
104908,TERMINAL CARMO,08:47
150342,BAIRRO NIVALDO BRAGA,09:07
104908,TERMINAL CARMO,09:25
150342,BAIRRO NIVALDO BRAGA,09:45
104908,TERMINAL CARMO,10:03
150342,BAIRRO NIVALDO BRAGA,10:23
104908,TERMINAL CARMO,10:41
150342,BAIRRO NIVALDO BRAGA,11:01
104908,TERMINAL CARMO,11:19
150342,BAIRRO NIVALDO BRAGA,11:39
104908,TERMINAL CARMO,11:57
150342,BAIRRO NIVALDO BRAGA,12:17
104908,TERMINAL CARMO,12:35
150342,BAIRRO NIVALDO BRAGA,12:55
104908,TERMINAL CARMO,13:13
150342,BAIRRO NIVALDO BRAGA,13:33
104908,TERMINAL CARMO,13:51
150342,BAIRRO NIVALDO BRAGA,14:11
104908,TERMINAL CARMO,14:29
150342,BAIRRO NIVALDO BRAGA,14:49
104908,TERMINAL CARMO,15:07
150342,BAIRRO NIVALDO BRAGA,15:27
104908,TERMINAL CARMO,15:45
150342,BAIRRO NIVALDO BRAGA,16:05
104908,TERMINAL CARMO,16:23
150342,BAIRRO NIVALDO BRAGA,16:43
104908,TERMINAL CARMO,17:03
150342,BAIRRO NIVALDO BRAGA,17:25
104908,TERMINAL CARMO,17:43
150342,BAIRRO NIVALDO BRAGA,18:05
104908,TERMINAL CARMO,18:23
150342,BAIRRO NIVALDO BRAGA,18:45
104908,TERMINAL CARMO,19:03
150342,BAIRRO NIVALDO BRAGA,19:25
104908,TERMINAL CARMO,19:43
150342,BAIRRO NIVALDO BRAGA,20:02
104908,TERMINAL CARMO,20:19
150342,BAIRRO NIVALDO BRAGA,20:38
104908,TERMINAL CARMO,20:55
150342,BAIRRO NIVALDO BRAGA,21:14
104908,TERMINAL CARMO,21:31
150342,BAIRRO NIVALDO BRAGA,21:50
104908,TERMINAL CARMO,22:07
150342,BAIRRO NIVALDO BRAGA,22:24
104908,TERMINAL CARMO,22:39
150342,BAIRRO NIVALDO BRAGA,22:56
104908,TERMINAL CARMO,23:11
150342,BAIRRO NIVALDO BRAGA,23:28
104908,TERMINAL CARMO,23:43
150342,BAIRRO NIVALDO BRAGA,00:00
104908,TERMINAL CARMO,00:15
