Linha,652
Tabela,003
num,ponto,horario
170747,BAIRRO VILA VERDE,05:17
105202,TERMINAL CIC,05:39
170747,BAIRRO VILA VERDE,06:00
105202,TERMINAL CIC,06:20
170747,BAIRRO VILA VERDE,06:40
105202,TERMINAL CIC,07:02
170747,BAIRRO VILA VERDE,07:20
105202,TERMINAL CIC,07:43
170747,BAIRRO VILA VERDE,08:02
105202,TERMINAL CIC,08:26
170747,BAIRRO VILA VERDE,08:47
105202,TERMINAL CIC,09:10
170747,BAIRRO VILA VERDE,09:31
105202,TERMINAL CIC,09:54
170747,BAIRRO VILA VERDE,10:15
105202,TERMINAL CIC,10:38
170747,BAIRRO VILA VERDE,10:59
105202,TERMINAL CIC,11:20
170747,BAIRRO VILA VERDE,11:40
105202,TERMINAL CIC,12:00
170747,BAIRRO VILA VERDE,12:20
105202,TERMINAL CIC,12:40
170747,BAIRRO VILA VERDE,13:00
105202,TERMINAL CIC,13:20
170747,BAIRRO VILA VERDE,13:41
105202,TERMINAL CIC,14:04
170747,BAIRRO VILA VERDE,14:25
105202,TERMINAL CIC,14:48
170747,BAIRRO VILA VERDE,15:09
105202,TERMINAL CIC,15:32
170747,BAIRRO VILA VERDE,15:53
105202,TERMINAL CIC,16:16
170747,BAIRRO VILA VERDE,16:37
105202,TERMINAL CIC,17:00
170747,BAIRRO VILA VERDE,17:21
105202,TERMINAL CIC,17:44
170747,BAIRRO VILA VERDE,18:05
105202,TERMINAL CIC,18:28
170747,BAIRRO VILA VERDE,18:49
105202,TERMINAL CIC,19:12
170747,BAIRRO VILA VERDE,19:31
105202,TERMINAL CIC,19:54
170747,BAIRRO VILA VERDE,20:13
105202,TERMINAL CIC,20:34
170747,BAIRRO VILA VERDE,20:53
105202,TERMINAL CIC,21:14
170747,BAIRRO VILA VERDE,21:33
105202,TERMINAL CIC,21:54
170747,BAIRRO VILA VERDE,22:13
105202,TERMINAL CIC,22:34
170747,BAIRRO VILA VERDE,22:53
105202,TERMINAL CIC,23:14
170747,BAIRRO VILA VERDE,23:33
105202,TERMINAL CIC,23:54
