Linha,700
Tabela,008-2
num,ponto,horario
105706,TERMINAL PINHEIRINHO,15:59
109017,E.T. CIRCULO MILITAR / CABRAL,16:38
109085,TERMINAL CABRAL,16:56
109019,E.T.CIRC.MILITAR SENT.PINHEIR.,17:11
105706,TERMINAL PINHEIRINHO,17:53
109017,E.T. CIRCULO MILITAR / CABRAL,18:31
109085,TERMINAL CABRAL,18:49
109019,E.T.CIRC.MILITAR SENT.PINHEIR.,19:04
105706,TERMINAL PINHEIRINHO,19:36
109017,E.T. CIRCULO MILITAR / CABRAL,20:06
109085,TERMINAL CABRAL,20:21
109019,E.T.CIRC.MILITAR SENT.PINHEIR.,20:33
105706,TERMINAL PINHEIRINHO,21:04
109017,E.T. CIRCULO MILITAR / CABRAL,21:34
109085,TERMINAL CABRAL,21:49
109019,E.T.CIRC.MILITAR SENT.PINHEIR.,22:01
105706,TERMINAL PINHEIRINHO,22:32
109017,E.T. CIRCULO MILITAR / CABRAL,23:02
109085,TERMINAL CABRAL,23:17
109019,E.T.CIRC.MILITAR SENT.PINHEIR.,23:29
