Linha,658
Tabela,006
num,ponto,horario
104808,TERMINAL CAPAO RASO,05:37
105004,TERMINAL CAIUA,06:16
104808,TERMINAL CAPAO RASO,06:57
105004,TERMINAL CAIUA,07:36
104808,TERMINAL CAPAO RASO,08:24
105004,TERMINAL CAIUA,09:04
104808,TERMINAL CAPAO RASO,09:44
105004,TERMINAL CAIUA,10:24
104808,TERMINAL CAPAO RASO,11:04
105004,TERMINAL CAIUA,11:44
104808,TERMINAL CAPAO RASO,12:24
105004,TERMINAL CAIUA,13:04
104808,TERMINAL CAPAO RASO,13:44
105004,TERMINAL CAIUA,14:24
104808,TERMINAL CAPAO RASO,15:04
105004,TERMINAL CAIUA,15:49
104808,TERMINAL CAPAO RASO,16:39
105004,TERMINAL CAIUA,17:23
104808,TERMINAL CAPAO RASO,18:07
105004,TERMINAL CAIUA,18:53
104808,TERMINAL CAPAO RASO,19:34
105004,TERMINAL CAIUA,20:05
104808,TERMINAL CAPAO RASO,20:39
105004,TERMINAL CAIUA,21:17
104808,TERMINAL CAPAO RASO,21:51
105004,TERMINAL CAIUA,22:29
104808,TERMINAL CAPAO RASO,23:03
105004,TERMINAL CAIUA,23:41
104808,TERMINAL CAPAO RASO,00:15
