Linha,658
Tabela,007
num,ponto,horario
105004,TERMINAL CAIUA,05:43
104808,TERMINAL CAPAO RASO,06:22
105004,TERMINAL CAIUA,07:00
104808,TERMINAL CAPAO RASO,07:47
105004,TERMINAL CAIUA,08:26
104808,TERMINAL CAPAO RASO,09:04
105004,TERMINAL CAIUA,09:44
104808,TERMINAL CAPAO RASO,10:24
105004,TERMINAL CAIUA,11:04
104808,TERMINAL CAPAO RASO,11:44
105004,TERMINAL CAIUA,12:24
104808,TERMINAL CAPAO RASO,13:04
105004,TERMINAL CAIUA,13:44
104808,TERMINAL CAPAO RASO,14:24
105004,TERMINAL CAIUA,15:06
104808,TERMINAL CAPAO RASO,15:46
105004,TERMINAL CAIUA,16:29
104808,TERMINAL CAPAO RASO,17:13
105004,TERMINAL CAIUA,17:59
104808,TERMINAL CAPAO RASO,18:43
