Linha,658
Tabela,002
num,ponto,horario
104808,TERMINAL CAPAO RASO,05:15
105004,TERMINAL CAIUA,05:54
104808,TERMINAL CAPAO RASO,06:33
105004,TERMINAL CAIUA,07:12
104808,TERMINAL CAPAO RASO,08:04
105004,TERMINAL CAIUA,08:45
104808,TERMINAL CAPAO RASO,09:24
105004,TERMINAL CAIUA,10:04
104808,TERMINAL CAPAO RASO,10:44
105004,TERMINAL CAIUA,11:24
104808,TERMINAL CAPAO RASO,12:04
105004,TERMINAL CAIUA,12:44
104808,TERMINAL CAPAO RASO,13:24
105004,TERMINAL CAIUA,14:04
104808,TERMINAL CAPAO RASO,14:44
105004,TERMINAL CAIUA,15:27
104808,TERMINAL CAPAO RASO,16:07
105004,TERMINAL CAIUA,16:47
104808,TERMINAL CAPAO RASO,17:31
105004,TERMINAL CAIUA,18:17
104808,TERMINAL CAPAO RASO,19:00
105004,TERMINAL CAIUA,19:38
104808,TERMINAL CAPAO RASO,20:15
105004,TERMINAL CAIUA,20:53
104808,TERMINAL CAPAO RASO,21:27
105004,TERMINAL CAIUA,22:05
104808,TERMINAL CAPAO RASO,22:39
105004,TERMINAL CAIUA,23:17
104808,TERMINAL CAPAO RASO,23:51
