Linha,826
Tabela,001
num,ponto,horario
104615,TERMINAL CAMPO COMPRIDO,05:25
105006,TERM. CAIUA SENTIDO CIC,05:43
105205,TERMINAL CIC,05:58
105008,TERM.CAIUA SENTIDO TERM.C.COMP,06:14
104615,TERMINAL CAMPO COMPRIDO,06:31
105006,TERM. CAIUA SENTIDO CIC,06:49
105205,TERMINAL CIC,07:04
105008,TERM.CAIUA SENTIDO TERM.C.COMP,07:20
104615,TERMINAL CAMPO COMPRIDO,07:37
105006,TERM. CAIUA SENTIDO CIC,07:55
105205,TERMINAL CIC,08:12
105008,TERM.CAIUA SENTIDO TERM.C.COMP,08:28
104615,TERMINAL CAMPO COMPRIDO,08:45
105006,TERM. CAIUA SENTIDO CIC,09:03
105205,TERMINAL CIC,09:20
105008,TERM.CAIUA SENTIDO TERM.C.COMP,09:36
104615,TERMINAL CAMPO COMPRIDO,09:53
105006,TERM. CAIUA SENTIDO CIC,10:11
105205,TERMINAL CIC,10:28
105008,TERM.CAIUA SENTIDO TERM.C.COMP,10:44
104615,TERMINAL CAMPO COMPRIDO,11:03
105006,TERM. CAIUA SENTIDO CIC,11:21
105205,TERMINAL CIC,11:38
105008,TERM.CAIUA SENTIDO TERM.C.COMP,11:54
104615,TERMINAL CAMPO COMPRIDO,12:13
105006,TERM. CAIUA SENTIDO CIC,12:31
105205,TERMINAL CIC,12:48
105008,TERM.CAIUA SENTIDO TERM.C.COMP,13:04
104615,TERMINAL CAMPO COMPRIDO,13:22
105006,TERM. CAIUA SENTIDO CIC,13:40
105205,TERMINAL CIC,13:57
105008,TERM.CAIUA SENTIDO TERM.C.COMP,14:13
104615,TERMINAL CAMPO COMPRIDO,14:31
105006,TERM. CAIUA SENTIDO CIC,14:49
105205,TERMINAL CIC,15:06
105008,TERM.CAIUA SENTIDO TERM.C.COMP,15:22
104615,TERMINAL CAMPO COMPRIDO,15:40
105006,TERM. CAIUA SENTIDO CIC,15:58
105205,TERMINAL CIC,16:15
105008,TERM.CAIUA SENTIDO TERM.C.COMP,16:31
104615,TERMINAL CAMPO COMPRIDO,16:49
105006,TERM. CAIUA SENTIDO CIC,17:07
105205,TERMINAL CIC,17:24
105008,TERM.CAIUA SENTIDO TERM.C.COMP,17:40
104615,TERMINAL CAMPO COMPRIDO,17:58
105006,TERM. CAIUA SENTIDO CIC,18:16
105205,TERMINAL CIC,18:33
105008,TERM.CAIUA SENTIDO TERM.C.COMP,18:49
104615,TERMINAL CAMPO COMPRIDO,19:08
105006,TERM. CAIUA SENTIDO CIC,19:26
105205,TERMINAL CIC,19:43
105008,TERM.CAIUA SENTIDO TERM.C.COMP,19:59
104615,TERMINAL CAMPO COMPRIDO,20:16
105006,TERM. CAIUA SENTIDO CIC,20:34
105205,TERMINAL CIC,20:50
105008,TERM.CAIUA SENTIDO TERM.C.COMP,21:06
104615,TERMINAL CAMPO COMPRIDO,21:23
105006,TERM. CAIUA SENTIDO CIC,21:41
105205,TERMINAL CIC,21:57
105008,TERM.CAIUA SENTIDO TERM.C.COMP,22:12
104615,TERMINAL CAMPO COMPRIDO,22:29
105006,TERM. CAIUA SENTIDO CIC,22:47
105205,TERMINAL CIC,23:03
105008,TERM.CAIUA SENTIDO TERM.C.COMP,23:18
104615,TERMINAL CAMPO COMPRIDO,23:35
105006,TERM. CAIUA SENTIDO CIC,23:52
