Linha,050
Tabela,001
num,ponto,horario
105607,TERMINAL V.OFICINAS,05:40
105804,TERMINAL PORTAO(SENT.FAZENDIN),06:21
105312,TERMINAL FAZENDINHA,06:36
105811,TERMINAL PORTAO(SENT.OFICINAS),06:53
105607,TERMINAL V.OFICINAS,07:33
105804,TERMINAL PORTAO(SENT.FAZENDIN),08:14
105312,TERMINAL FAZENDINHA,08:29
105811,TERMINAL PORTAO(SENT.OFICINAS),08:47
105607,TERMINAL V.OFICINAS,09:27
105804,TERMINAL PORTAO(SENT.FAZENDIN),10:08
105312,TERMINAL FAZENDINHA,10:23
105811,TERMINAL PORTAO(SENT.OFICINAS),10:41
105607,TERMINAL V.OFICINAS,11:21
105804,TERMINAL PORTAO(SENT.FAZENDIN),12:02
105312,TERMINAL FAZENDINHA,12:17
105811,TERMINAL PORTAO(SENT.OFICINAS),12:35
105607,TERMINAL V.OFICINAS,13:15
105804,TERMINAL PORTAO(SENT.FAZENDIN),13:56
105312,TERMINAL FAZENDINHA,14:11
105811,TERMINAL PORTAO(SENT.OFICINAS),14:29
105607,TERMINAL V.OFICINAS,15:09
105804,TERMINAL PORTAO(SENT.FAZENDIN),15:50
105312,TERMINAL FAZENDINHA,16:05
105811,TERMINAL PORTAO(SENT.OFICINAS),16:23
105607,TERMINAL V.OFICINAS,17:03
105804,TERMINAL PORTAO(SENT.FAZENDIN),17:44
105312,TERMINAL FAZENDINHA,17:59
105811,TERMINAL PORTAO(SENT.OFICINAS),18:17
105607,TERMINAL V.OFICINAS,18:57
105804,TERMINAL PORTAO(SENT.FAZENDIN),19:38
105312,TERMINAL FAZENDINHA,19:53
105811,TERMINAL PORTAO(SENT.OFICINAS),20:11
105607,TERMINAL V.OFICINAS,20:49
105804,TERMINAL PORTAO(SENT.FAZENDIN),21:29
105312,TERMINAL FAZENDINHA,21:45
105811,TERMINAL PORTAO(SENT.OFICINAS),22:02
105607,TERMINAL V.OFICINAS,22:40
105804,TERMINAL PORTAO(SENT.FAZENDIN),23:20
