Linha,050
Tabela,003
num,ponto,horario
105607,TERMINAL V.OFICINAS,06:17
105804,TERMINAL PORTAO(SENT.FAZENDIN),06:58
105312,TERMINAL FAZENDINHA,07:13
105811,TERMINAL PORTAO(SENT.OFICINAS),07:31
105607,TERMINAL V.OFICINAS,08:11
105804,TERMINAL PORTAO(SENT.FAZENDIN),08:52
105312,TERMINAL FAZENDINHA,09:07
105811,TERMINAL PORTAO(SENT.OFICINAS),09:25
105607,TERMINAL V.OFICINAS,10:05
105804,TERMINAL PORTAO(SENT.FAZENDIN),10:46
105312,TERMINAL FAZENDINHA,11:01
105811,TERMINAL PORTAO(SENT.OFICINAS),11:19
105607,TERMINAL V.OFICINAS,11:59
105804,TERMINAL PORTAO(SENT.FAZENDIN),12:40
105312,TERMINAL FAZENDINHA,12:55
105811,TERMINAL PORTAO(SENT.OFICINAS),13:13
105607,TERMINAL V.OFICINAS,13:53
105804,TERMINAL PORTAO(SENT.FAZENDIN),14:34
105312,TERMINAL FAZENDINHA,14:49
105811,TERMINAL PORTAO(SENT.OFICINAS),15:07
105607,TERMINAL V.OFICINAS,15:47
105804,TERMINAL PORTAO(SENT.FAZENDIN),16:28
105312,TERMINAL FAZENDINHA,16:43
105811,TERMINAL PORTAO(SENT.OFICINAS),17:01
105607,TERMINAL V.OFICINAS,17:41
105804,TERMINAL PORTAO(SENT.FAZENDIN),18:22
105312,TERMINAL FAZENDINHA,18:37
105811,TERMINAL PORTAO(SENT.OFICINAS),18:55
105607,TERMINAL V.OFICINAS,19:35
105804,TERMINAL PORTAO(SENT.FAZENDIN),20:15
105312,TERMINAL FAZENDINHA,20:31
105811,TERMINAL PORTAO(SENT.OFICINAS),20:48
105607,TERMINAL V.OFICINAS,21:26
105804,TERMINAL PORTAO(SENT.FAZENDIN),22:06
105312,TERMINAL FAZENDINHA,22:22
105811,TERMINAL PORTAO(SENT.OFICINAS),22:39
105607,TERMINAL V.OFICINAS,23:17
105804,TERMINAL PORTAO(SENT.FAZENDIN),23:56
