Linha,170
Tabela,001
num,ponto,horario
120317,BAIRRO BRACATINGA,05:20
101126,TRAVESSA NESTOR DE CASTRO,05:50
120317,BAIRRO BRACATINGA,06:18
101126,TRAVESSA NESTOR DE CASTRO,06:47
120317,BAIRRO BRACATINGA,07:15
101126,TRAVESSA NESTOR DE CASTRO,07:44
120317,BAIRRO BRACATINGA,08:12
101126,TRAVESSA NESTOR DE CASTRO,08:48
120317,BAIRRO BRACATINGA,09:20
101126,TRAVESSA NESTOR DE CASTRO,09:50
120317,BAIRRO BRACATINGA,10:20
101126,TRAVESSA NESTOR DE CASTRO,10:50
120317,BAIRRO BRACATINGA,11:20
101126,TRAVESSA NESTOR DE CASTRO,11:50
120317,BAIRRO BRACATINGA,12:20
101126,TRAVESSA NESTOR DE CASTRO,12:50
120317,BAIRRO BRACATINGA,13:20
101126,TRAVESSA NESTOR DE CASTRO,13:50
120317,BAIRRO BRACATINGA,14:20
101126,TRAVESSA NESTOR DE CASTRO,14:50
120317,BAIRRO BRACATINGA,15:18
101126,TRAVESSA NESTOR DE CASTRO,15:45
120317,BAIRRO BRACATINGA,16:15
101126,TRAVESSA NESTOR DE CASTRO,16:45
120317,BAIRRO BRACATINGA,17:15
101126,TRAVESSA NESTOR DE CASTRO,17:45
120317,BAIRRO BRACATINGA,18:15
101126,TRAVESSA NESTOR DE CASTRO,18:45
