Linha,170
Tabela,003
num,ponto,horario
120317,BAIRRO BRACATINGA,06:00
101126,TRAVESSA NESTOR DE CASTRO,06:28
120317,BAIRRO BRACATINGA,06:56
101126,TRAVESSA NESTOR DE CASTRO,07:25
120317,BAIRRO BRACATINGA,07:53
101126,TRAVESSA NESTOR DE CASTRO,08:22
120317,BAIRRO BRACATINGA,08:50
101126,TRAVESSA NESTOR DE CASTRO,09:20
120317,BAIRRO BRACATINGA,09:50
101126,TRAVESSA NESTOR DE CASTRO,10:20
120317,BAIRRO BRACATINGA,10:50
101126,TRAVESSA NESTOR DE CASTRO,11:20
120317,BAIRRO BRACATINGA,11:50
101126,TRAVESSA NESTOR DE CASTRO,12:20
120317,BAIRRO BRACATINGA,12:50
101126,TRAVESSA NESTOR DE CASTRO,13:20
120317,BAIRRO BRACATINGA,13:50
101126,TRAVESSA NESTOR DE CASTRO,14:20
120317,BAIRRO BRACATINGA,14:50
101126,TRAVESSA NESTOR DE CASTRO,15:21
120317,BAIRRO BRACATINGA,15:54
101126,TRAVESSA NESTOR DE CASTRO,16:25
120317,BAIRRO BRACATINGA,16:55
101126,TRAVESSA NESTOR DE CASTRO,17:25
120317,BAIRRO BRACATINGA,17:55
101126,TRAVESSA NESTOR DE CASTRO,18:25
120317,BAIRRO BRACATINGA,19:00
101126,TRAVESSA NESTOR DE CASTRO,19:30
120317,BAIRRO BRACATINGA,19:55
101126,TRAVESSA NESTOR DE CASTRO,20:20
120317,BAIRRO BRACATINGA,20:45
101126,TRAVESSA NESTOR DE CASTRO,21:10
120317,BAIRRO BRACATINGA,21:35
101126,TRAVESSA NESTOR DE CASTRO,22:00
120317,BAIRRO BRACATINGA,22:25
101126,TRAVESSA NESTOR DE CASTRO,22:50
120317,BAIRRO BRACATINGA,23:15
101126,TRAVESSA NESTOR DE CASTRO,23:40
