Linha,701
Tabela,003
num,ponto,horario
105301,TERMINAL FAZENDINHA,05:49
102015,PRACA RUI BARBOSA,06:22
105301,TERMINAL FAZENDINHA,06:54
102015,PRACA RUI BARBOSA,07:28
105301,TERMINAL FAZENDINHA,08:00
102015,PRACA RUI BARBOSA,08:37
105301,TERMINAL FAZENDINHA,09:11
102015,PRACA RUI BARBOSA,09:43
105301,TERMINAL FAZENDINHA,10:15
102015,PRACA RUI BARBOSA,10:47
105301,TERMINAL FAZENDINHA,11:19
102015,PRACA RUI BARBOSA,11:51
105301,TERMINAL FAZENDINHA,12:23
102015,PRACA RUI BARBOSA,12:55
105301,TERMINAL FAZENDINHA,13:27
102015,PRACA RUI BARBOSA,13:59
105301,TERMINAL FAZENDINHA,14:31
102015,PRACA RUI BARBOSA,15:03
105301,TERMINAL FAZENDINHA,15:35
102015,PRACA RUI BARBOSA,16:07
105301,TERMINAL FAZENDINHA,16:39
102015,PRACA RUI BARBOSA,17:12
105301,TERMINAL FAZENDINHA,17:49
102015,PRACA RUI BARBOSA,18:22
105301,TERMINAL FAZENDINHA,18:59
102015,PRACA RUI BARBOSA,19:31
