Linha,X35
Tabela,003-2
num,ponto,horario
109058,ESTACAO TUBO PREFEITURA,17:01
109019,E.T.CIRC.MILITAR SENT.PINHEIR.,17:09
105706,TERMINAL PINHEIRINHO,17:52
109058,ESTACAO TUBO PREFEITURA,18:45
109019,E.T.CIRC.MILITAR SENT.PINHEIR.,18:53
