Linha,X35
Tabela,002-1
num,ponto,horario
105706,TERMINAL PINHEIRINHO,05:47
109058,ESTACAO TUBO PREFEITURA,06:29
109019,E.T.CIRC.MILITAR SENT.PINHEIR.,06:37
105706,TERMINAL PINHEIRINHO,07:15
