Linha,X35
Tabela,005-2
num,ponto,horario
109058,ESTACAO TUBO PREFEITURA,16:38
109019,E.T.CIRC.MILITAR SENT.PINHEIR.,16:46
105706,TERMINAL PINHEIRINHO,17:29
109058,ESTACAO TUBO PREFEITURA,18:22
109019,E.T.CIRC.MILITAR SENT.PINHEIR.,18:30
