Linha,X35
Tabela,003-1
num,ponto,horario
105706,TERMINAL PINHEIRINHO,06:05
109058,ESTACAO TUBO PREFEITURA,06:46
109019,E.T.CIRC.MILITAR SENT.PINHEIR.,06:54
105706,TERMINAL PINHEIRINHO,07:29
