Linha,X35
Tabela,001-1
num,ponto,horario
105706,TERMINAL PINHEIRINHO,05:39
109058,ESTACAO TUBO PREFEITURA,06:18
109019,E.T.CIRC.MILITAR SENT.PINHEIR.,06:26
105706,TERMINAL PINHEIRINHO,07:01
109058,ESTACAO TUBO PREFEITURA,07:42
109019,E.T.CIRC.MILITAR SENT.PINHEIR.,07:50
105706,TERMINAL PINHEIRINHO,08:25
