Linha,817
Tabela,002-2
num,ponto,horario
104503,TERMINAL CAMPINA DO SIQUEIRA,16:26
106016,TERMINAL SANTA FELICIDADE,17:03
104503,TERMINAL CAMPINA DO SIQUEIRA,17:43
106016,TERMINAL SANTA FELICIDADE,18:20
104503,TERMINAL CAMPINA DO SIQUEIRA,19:00
106016,TERMINAL SANTA FELICIDADE,19:45
104503,TERMINAL CAMPINA DO SIQUEIRA,20:25
106016,TERMINAL SANTA FELICIDADE,21:00
104503,TERMINAL CAMPINA DO SIQUEIRA,21:35
106016,TERMINAL SANTA FELICIDADE,22:10
104503,TERMINAL CAMPINA DO SIQUEIRA,22:43
106016,TERMINAL SANTA FELICIDADE,23:17
104503,TERMINAL CAMPINA DO SIQUEIRA,23:50
106016,TERMINAL SANTA FELICIDADE,00:22
