Linha,860
Tabela,005
num,ponto,horario
180567,BAIRRO VILA SANDRA,06:34
102031,PRACA RUI BARBOSA,07:22
180567,BAIRRO VILA SANDRA,08:10
102031,PRACA RUI BARBOSA,08:58
180567,BAIRRO VILA SANDRA,09:46
102031,PRACA RUI BARBOSA,10:34
180567,BAIRRO VILA SANDRA,11:22
102031,PRACA RUI BARBOSA,12:10
180567,BAIRRO VILA SANDRA,12:58
102031,PRACA RUI BARBOSA,13:46
180567,BAIRRO VILA SANDRA,14:34
102031,PRACA RUI BARBOSA,15:22
180567,BAIRRO VILA SANDRA,16:10
102031,PRACA RUI BARBOSA,17:14
180567,BAIRRO VILA SANDRA,18:04
102031,PRACA RUI BARBOSA,18:54
