Linha,801
Tabela,005
num,ponto,horario
104507,TERMINAL CAMPINA DO SIQUEIRA,06:40
103502,PRACA ZACARIAS,07:08
104507,TERMINAL CAMPINA DO SIQUEIRA,07:32
103502,PRACA ZACARIAS,08:03
104507,TERMINAL CAMPINA DO SIQUEIRA,08:25
103502,PRACA ZACARIAS,08:54
104507,TERMINAL CAMPINA DO SIQUEIRA,09:16
103502,PRACA ZACARIAS,09:49
104507,TERMINAL CAMPINA DO SIQUEIRA,10:11
103502,PRACA ZACARIAS,10:39
104507,TERMINAL CAMPINA DO SIQUEIRA,11:01
103502,PRACA ZACARIAS,11:29
104507,TERMINAL CAMPINA DO SIQUEIRA,12:00
103502,PRACA ZACARIAS,12:32
104507,TERMINAL CAMPINA DO SIQUEIRA,12:57
103502,PRACA ZACARIAS,13:33
104507,TERMINAL CAMPINA DO SIQUEIRA,14:00
103502,PRACA ZACARIAS,14:33
104507,TERMINAL CAMPINA DO SIQUEIRA,14:58
103502,PRACA ZACARIAS,15:31
104507,TERMINAL CAMPINA DO SIQUEIRA,15:58
103502,PRACA ZACARIAS,16:29
104507,TERMINAL CAMPINA DO SIQUEIRA,17:04
103502,PRACA ZACARIAS,17:46
104507,TERMINAL CAMPINA DO SIQUEIRA,18:25
103502,PRACA ZACARIAS,19:05
104507,TERMINAL CAMPINA DO SIQUEIRA,19:26
103502,PRACA ZACARIAS,19:50
104507,TERMINAL CAMPINA DO SIQUEIRA,20:10
103502,PRACA ZACARIAS,20:33
104507,TERMINAL CAMPINA DO SIQUEIRA,20:54
103502,PRACA ZACARIAS,21:16
104507,TERMINAL CAMPINA DO SIQUEIRA,21:38
103502,PRACA ZACARIAS,21:59
104507,TERMINAL CAMPINA DO SIQUEIRA,22:20
103502,PRACA ZACARIAS,22:42
104507,TERMINAL CAMPINA DO SIQUEIRA,23:00
103502,PRACA ZACARIAS,23:21
104507,TERMINAL CAMPINA DO SIQUEIRA,23:39
103502,PRACA ZACARIAS,00:00
