Linha,801
Tabela,002-2
num,ponto,horario
103502,PRACA ZACARIAS,16:35
104507,TERMINAL CAMPINA DO SIQUEIRA,17:14
103502,PRACA ZACARIAS,17:46
104507,TERMINAL CAMPINA DO SIQUEIRA,18:26
103502,PRACA ZACARIAS,18:58
104507,TERMINAL CAMPINA DO SIQUEIRA,19:30
103502,PRACA ZACARIAS,19:52
104507,TERMINAL CAMPINA DO SIQUEIRA,20:13
103502,PRACA ZACARIAS,20:35
104507,TERMINAL CAMPINA DO SIQUEIRA,20:56
103502,PRACA ZACARIAS,21:18
104507,TERMINAL CAMPINA DO SIQUEIRA,21:38
103502,PRACA ZACARIAS,22:00
104507,TERMINAL CAMPINA DO SIQUEIRA,22:20
103502,PRACA ZACARIAS,22:42
104507,TERMINAL CAMPINA DO SIQUEIRA,23:00
103502,PRACA ZACARIAS,23:21
104507,TERMINAL CAMPINA DO SIQUEIRA,23:39
103502,PRACA ZACARIAS,00:00
