Linha,205
Tabela,002
num,ponto,horario
104103,TERMINAL BARREIRINHA,05:43
101161,TRAVESSA MOREIRA GARCEZ,06:08
104103,TERMINAL BARREIRINHA,06:35
101161,TRAVESSA MOREIRA GARCEZ,07:00
104103,TERMINAL BARREIRINHA,07:25
101161,TRAVESSA MOREIRA GARCEZ,07:50
104103,TERMINAL BARREIRINHA,08:15
101161,TRAVESSA MOREIRA GARCEZ,08:42
104103,TERMINAL BARREIRINHA,09:07
101161,TRAVESSA MOREIRA GARCEZ,09:33
104103,TERMINAL BARREIRINHA,09:58
101161,TRAVESSA MOREIRA GARCEZ,10:24
104103,TERMINAL BARREIRINHA,10:50
101161,TRAVESSA MOREIRA GARCEZ,11:16
104103,TERMINAL BARREIRINHA,11:43
101161,TRAVESSA MOREIRA GARCEZ,12:09
104103,TERMINAL BARREIRINHA,12:37
101161,TRAVESSA MOREIRA GARCEZ,13:04
104103,TERMINAL BARREIRINHA,13:33
101161,TRAVESSA MOREIRA GARCEZ,14:03
104103,TERMINAL BARREIRINHA,14:30
101161,TRAVESSA MOREIRA GARCEZ,14:59
104103,TERMINAL BARREIRINHA,15:27
101161,TRAVESSA MOREIRA GARCEZ,15:54
104103,TERMINAL BARREIRINHA,16:24
101161,TRAVESSA MOREIRA GARCEZ,16:51
104103,TERMINAL BARREIRINHA,17:21
101161,TRAVESSA MOREIRA GARCEZ,17:46
104103,TERMINAL BARREIRINHA,18:17
101161,TRAVESSA MOREIRA GARCEZ,18:42
