Linha,380
Tabela,002
num,ponto,horario
181018,BAIRRO VICENTE MACHADO,05:45
101010,PRACA TIRADENTES,05:59
130971,BAIRRO DETRAN,06:21
103509,PRACA ZACARIAS,06:46
181018,BAIRRO VICENTE MACHADO,07:06
101010,PRACA TIRADENTES,07:23
130971,BAIRRO DETRAN,07:51
103509,PRACA ZACARIAS,08:24
181018,BAIRRO VICENTE MACHADO,08:49
101010,PRACA TIRADENTES,09:10
130971,BAIRRO DETRAN,09:46
103509,PRACA ZACARIAS,10:16
181018,BAIRRO VICENTE MACHADO,10:38
101010,PRACA TIRADENTES,10:58
130971,BAIRRO DETRAN,11:26
103509,PRACA ZACARIAS,11:56
181018,BAIRRO VICENTE MACHADO,12:18
101010,PRACA TIRADENTES,12:39
130971,BAIRRO DETRAN,13:07
103509,PRACA ZACARIAS,13:37
181018,BAIRRO VICENTE MACHADO,13:59
101010,PRACA TIRADENTES,14:19
130971,BAIRRO DETRAN,14:47
103509,PRACA ZACARIAS,15:17
181018,BAIRRO VICENTE MACHADO,15:39
101010,PRACA TIRADENTES,15:58
130971,BAIRRO DETRAN,16:27
103509,PRACA ZACARIAS,16:57
181018,BAIRRO VICENTE MACHADO,17:17
101010,PRACA TIRADENTES,17:41
130971,BAIRRO DETRAN,18:18
103509,PRACA ZACARIAS,18:51
181018,BAIRRO VICENTE MACHADO,19:11
101010,PRACA TIRADENTES,19:31
