Linha,380
Tabela,003
num,ponto,horario
130971,BAIRRO DETRAN,06:00
103509,PRACA ZACARIAS,06:24
181018,BAIRRO VICENTE MACHADO,06:42
101010,PRACA TIRADENTES,06:59
130971,BAIRRO DETRAN,07:26
103509,PRACA ZACARIAS,07:59
181018,BAIRRO VICENTE MACHADO,08:21
101010,PRACA TIRADENTES,08:41
130971,BAIRRO DETRAN,09:13
103509,PRACA ZACARIAS,09:43
181018,BAIRRO VICENTE MACHADO,10:05
101010,PRACA TIRADENTES,10:25
130971,BAIRRO DETRAN,10:53
103509,PRACA ZACARIAS,11:23
181018,BAIRRO VICENTE MACHADO,11:45
101010,PRACA TIRADENTES,12:05
130971,BAIRRO DETRAN,12:33
103509,PRACA ZACARIAS,13:03
181018,BAIRRO VICENTE MACHADO,13:25
101010,PRACA TIRADENTES,13:45
130971,BAIRRO DETRAN,14:13
103509,PRACA ZACARIAS,14:43
181018,BAIRRO VICENTE MACHADO,15:05
101010,PRACA TIRADENTES,15:25
130971,BAIRRO DETRAN,15:59
103509,PRACA ZACARIAS,16:34
181018,BAIRRO VICENTE MACHADO,16:55
101010,PRACA TIRADENTES,17:18
130971,BAIRRO DETRAN,17:56
103509,PRACA ZACARIAS,18:30
181018,BAIRRO VICENTE MACHADO,18:50
101010,PRACA TIRADENTES,19:11
130971,BAIRRO DETRAN,19:46
103509,PRACA ZACARIAS,20:12
181018,BAIRRO VICENTE MACHADO,20:30
101010,PRACA TIRADENTES,20:47
130971,BAIRRO DETRAN,21:08
103509,PRACA ZACARIAS,21:32
181018,BAIRRO VICENTE MACHADO,21:51
101010,PRACA TIRADENTES,22:07
130971,BAIRRO DETRAN,22:29
103509,PRACA ZACARIAS,22:53
181018,BAIRRO VICENTE MACHADO,23:11
101010,PRACA TIRADENTES,23:27
130971,BAIRRO DETRAN,23:48
103509,PRACA ZACARIAS,00:08
