Linha,506
Tabela,008
num,ponto,horario
109038,TUBO OSTERNACK,06:21
109112,TERMINAL SITIO CERCADO,06:34
109062,ESTACAO TUBO WESTPHALEN/B.NOVO,07:12
109114,TERM.S.CERCADO(SENT.OSTERNACK),07:50
109038,TUBO OSTERNACK,08:04
109112,TERMINAL SITIO CERCADO,08:17
109062,ESTACAO TUBO WESTPHALEN/B.NOVO,09:00
109114,TERM.S.CERCADO(SENT.OSTERNACK),09:38
109038,TUBO OSTERNACK,09:49
109112,TERMINAL SITIO CERCADO,10:01
109062,ESTACAO TUBO WESTPHALEN/B.NOVO,10:39
109114,TERM.S.CERCADO(SENT.OSTERNACK),11:17
109038,TUBO OSTERNACK,11:28
109112,TERMINAL SITIO CERCADO,11:40
109062,ESTACAO TUBO WESTPHALEN/B.NOVO,12:18
109114,TERM.S.CERCADO(SENT.OSTERNACK),12:56
109038,TUBO OSTERNACK,13:08
109112,TERMINAL SITIO CERCADO,13:20
109062,ESTACAO TUBO WESTPHALEN/B.NOVO,13:58
109114,TERM.S.CERCADO(SENT.OSTERNACK),14:36
109038,TUBO OSTERNACK,14:48
109112,TERMINAL SITIO CERCADO,15:00
109062,ESTACAO TUBO WESTPHALEN/B.NOVO,15:38
109114,TERM.S.CERCADO(SENT.OSTERNACK),16:16
109038,TUBO OSTERNACK,16:28
109112,TERMINAL SITIO CERCADO,16:42
109062,ESTACAO TUBO WESTPHALEN/B.NOVO,17:23
109114,TERM.S.CERCADO(SENT.OSTERNACK),18:06
109038,TUBO OSTERNACK,18:19
109112,TERMINAL SITIO CERCADO,18:33
109062,ESTACAO TUBO WESTPHALEN/B.NOVO,19:16
109114,TERM.S.CERCADO(SENT.OSTERNACK),19:58
