Linha,030
Tabela,003
num,ponto,horario
104006,TERM.BAIRRO ALTO (SENT.S.CAND),05:05
105907,TERMINAL SANTA CANDIDA,05:24
104001,TERM.BAIRRO ALTO(SEN.OFICINAS),05:44
105603,TERMINAL OFICINAS (SENT.CARMO),06:12
104907,TERMINAL CARMO (SENT. C.RASO),06:42
104815,TERMINAL CAPAO RASO,07:10
104905,TERMINAL CARMO (SENT.OFICINAS),07:42
105606,TERMINAL OFICINAS(SENT.B.ALTO),08:16
104006,TERM.BAIRRO ALTO (SENT.S.CAND),08:40
105907,TERMINAL SANTA CANDIDA,08:59
104001,TERM.BAIRRO ALTO(SEN.OFICINAS),09:21
105603,TERMINAL OFICINAS (SENT.CARMO),09:47
104907,TERMINAL CARMO (SENT. C.RASO),10:17
104815,TERMINAL CAPAO RASO,10:45
104905,TERMINAL CARMO (SENT.OFICINAS),11:15
105606,TERMINAL OFICINAS(SENT.B.ALTO),11:47
104006,TERM.BAIRRO ALTO (SENT.S.CAND),12:09
105907,TERMINAL SANTA CANDIDA,12:29
104001,TERM.BAIRRO ALTO(SEN.OFICINAS),12:51
105603,TERMINAL OFICINAS (SENT.CARMO),13:17
104907,TERMINAL CARMO (SENT. C.RASO),13:47
104815,TERMINAL CAPAO RASO,14:15
104905,TERMINAL CARMO (SENT.OFICINAS),14:45
105606,TERMINAL OFICINAS(SENT.B.ALTO),15:17
104006,TERM.BAIRRO ALTO (SENT.S.CAND),15:39
105907,TERMINAL SANTA CANDIDA,15:59
104001,TERM.BAIRRO ALTO(SEN.OFICINAS),16:22
105603,TERMINAL OFICINAS (SENT.CARMO),16:49
104907,TERMINAL CARMO (SENT. C.RASO),17:21
104815,TERMINAL CAPAO RASO,17:51
104905,TERMINAL CARMO (SENT.OFICINAS),18:27
105606,TERMINAL OFICINAS(SENT.B.ALTO),19:01
104006,TERM.BAIRRO ALTO (SENT.S.CAND),19:26
