Linha,030
Tabela,007
num,ponto,horario
105606,TERMINAL OFICINAS(SENT.B.ALTO),05:10
104006,TERM.BAIRRO ALTO (SENT.S.CAND),05:29
105907,TERMINAL SANTA CANDIDA,05:50
104001,TERM.BAIRRO ALTO(SEN.OFICINAS),06:10
105603,TERMINAL OFICINAS (SENT.CARMO),06:38
104907,TERMINAL CARMO (SENT. C.RASO),07:10
104815,TERMINAL CAPAO RASO,07:37
104905,TERMINAL CARMO (SENT.OFICINAS),08:09
105606,TERMINAL OFICINAS(SENT.B.ALTO),08:43
104006,TERM.BAIRRO ALTO (SENT.S.CAND),09:05
105907,TERMINAL SANTA CANDIDA,09:25
104001,TERM.BAIRRO ALTO(SEN.OFICINAS),09:47
105603,TERMINAL OFICINAS (SENT.CARMO),10:13
104907,TERMINAL CARMO (SENT. C.RASO),10:43
104815,TERMINAL CAPAO RASO,11:11
104905,TERMINAL CARMO (SENT.OFICINAS),11:41
105606,TERMINAL OFICINAS(SENT.B.ALTO),12:13
104006,TERM.BAIRRO ALTO (SENT.S.CAND),12:35
105907,TERMINAL SANTA CANDIDA,12:55
104001,TERM.BAIRRO ALTO(SEN.OFICINAS),13:17
105603,TERMINAL OFICINAS (SENT.CARMO),13:43
104907,TERMINAL CARMO (SENT. C.RASO),14:13
104815,TERMINAL CAPAO RASO,14:41
104905,TERMINAL CARMO (SENT.OFICINAS),15:11
105606,TERMINAL OFICINAS(SENT.B.ALTO),15:43
104006,TERM.BAIRRO ALTO (SENT.S.CAND),16:06
105907,TERMINAL SANTA CANDIDA,16:29
104001,TERM.BAIRRO ALTO(SEN.OFICINAS),16:52
105603,TERMINAL OFICINAS (SENT.CARMO),17:18
104907,TERMINAL CARMO (SENT. C.RASO),17:50
104815,TERMINAL CAPAO RASO,18:20
104905,TERMINAL CARMO (SENT.OFICINAS),18:56
105606,TERMINAL OFICINAS(SENT.B.ALTO),19:27
104006,TERM.BAIRRO ALTO (SENT.S.CAND),19:50
105907,TERMINAL SANTA CANDIDA,20:07
104001,TERM.BAIRRO ALTO(SEN.OFICINAS),20:27
105603,TERMINAL OFICINAS (SENT.CARMO),20:51
104907,TERMINAL CARMO (SENT. C.RASO),21:19
104815,TERMINAL CAPAO RASO,21:42
104905,TERMINAL CARMO (SENT.OFICINAS),22:11
105606,TERMINAL OFICINAS(SENT.B.ALTO),22:39
104006,TERM.BAIRRO ALTO (SENT.S.CAND),23:01
105907,TERMINAL SANTA CANDIDA,23:19
104001,TERM.BAIRRO ALTO(SEN.OFICINAS),23:39
105603,TERMINAL OFICINAS (SENT.CARMO),00:04
104907,TERMINAL CARMO (SENT. C.RASO),00:30
