Linha,169
Tabela,1
num,ponto,horario
120350,BAIRRO JARDIM KOSMOS,06:00
101128,TRAVESSA NESTOR DE CASTRO,06:25
120350,BAIRRO JARDIM KOSMOS,06:50
101128,TRAVESSA NESTOR DE CASTRO,07:15
120350,BAIRRO JARDIM KOSMOS,07:40
101128,TRAVESSA NESTOR DE CASTRO,08:05
120350,BAIRRO JARDIM KOSMOS,08:30
101128,TRAVESSA NESTOR DE CASTRO,08:55
120350,BAIRRO JARDIM KOSMOS,09:20
101128,TRAVESSA NESTOR DE CASTRO,09:45
120350,BAIRRO JARDIM KOSMOS,10:10
101128,TRAVESSA NESTOR DE CASTRO,10:35
120350,BAIRRO JARDIM KOSMOS,11:00
101128,TRAVESSA NESTOR DE CASTRO,11:30
120350,BAIRRO JARDIM KOSMOS,12:00
101128,TRAVESSA NESTOR DE CASTRO,12:30
120350,BAIRRO JARDIM KOSMOS,13:00
101128,TRAVESSA NESTOR DE CASTRO,13:30
120350,BAIRRO JARDIM KOSMOS,14:00
101128,TRAVESSA NESTOR DE CASTRO,14:30
120350,BAIRRO JARDIM KOSMOS,15:00
101128,TRAVESSA NESTOR DE CASTRO,15:30
120350,BAIRRO JARDIM KOSMOS,16:00
101128,TRAVESSA NESTOR DE CASTRO,16:30
120350,BAIRRO JARDIM KOSMOS,17:00
101128,TRAVESSA NESTOR DE CASTRO,17:30
120350,BAIRRO JARDIM KOSMOS,18:00
101128,TRAVESSA NESTOR DE CASTRO,18:30
120350,BAIRRO JARDIM KOSMOS,19:00
101128,TRAVESSA NESTOR DE CASTRO,19:27
120350,BAIRRO JARDIM KOSMOS,19:54
101128,TRAVESSA NESTOR DE CASTRO,20:21
120350,BAIRRO JARDIM KOSMOS,20:48
101128,TRAVESSA NESTOR DE CASTRO,21:15
120350,BAIRRO JARDIM KOSMOS,21:42
101128,TRAVESSA NESTOR DE CASTRO,22:09
120350,BAIRRO JARDIM KOSMOS,22:36
101128,TRAVESSA NESTOR DE CASTRO,23:03
120350,BAIRRO JARDIM KOSMOS,23:30
101128,TRAVESSA NESTOR DE CASTRO,00:00
