Linha,X40
Tabela,001-1
num,ponto,horario
180989,TUBO SANTA QUITÉRIA,06:26
180899,BAIRRO LOS ANGELES,06:44
180989,TUBO SANTA QUITÉRIA,06:53
180899,BAIRRO LOS ANGELES,07:02
180989,TUBO SANTA QUITÉRIA,07:13
