Linha,X40
Tabela,1-2
num,ponto,horario
180899,BAIRRO LOS ANGELES,11:55
180989,TUBO SANTA QUITÉRIA,12:18
180899,BAIRRO LOS ANGELES,12:45
180989,TUBO SANTA QUITÉRIA,13:00
