Linha,924
Tabela,005
num,ponto,horario
120032,CRUZ DO PILARZINHO/STA.CANDIDA,05:50
105905,TERMINAL SANTA CANDIDA,06:15
120033,CRUZ DO PILARZINHO/STA.FELICID,06:42
106018,TERMINAL SANTA FELICIDADE,07:15
120032,CRUZ DO PILARZINHO/STA.CANDIDA,07:43
105905,TERMINAL SANTA CANDIDA,08:15
120033,CRUZ DO PILARZINHO/STA.FELICID,08:45
106018,TERMINAL SANTA FELICIDADE,09:20
120032,CRUZ DO PILARZINHO/STA.CANDIDA,09:48
105905,TERMINAL SANTA CANDIDA,10:20
120033,CRUZ DO PILARZINHO/STA.FELICID,10:47
106018,TERMINAL SANTA FELICIDADE,11:20
120032,CRUZ DO PILARZINHO/STA.CANDIDA,11:48
105905,TERMINAL SANTA CANDIDA,12:20
120033,CRUZ DO PILARZINHO/STA.FELICID,12:48
106018,TERMINAL SANTA FELICIDADE,13:20
120032,CRUZ DO PILARZINHO/STA.CANDIDA,13:48
105905,TERMINAL SANTA CANDIDA,14:20
120033,CRUZ DO PILARZINHO/STA.FELICID,14:48
106018,TERMINAL SANTA FELICIDADE,15:20
120032,CRUZ DO PILARZINHO/STA.CANDIDA,15:48
105905,TERMINAL SANTA CANDIDA,16:20
120033,CRUZ DO PILARZINHO/STA.FELICID,16:48
106018,TERMINAL SANTA FELICIDADE,17:20
120032,CRUZ DO PILARZINHO/STA.CANDIDA,17:48
105905,TERMINAL SANTA CANDIDA,18:28
120033,CRUZ DO PILARZINHO/STA.FELICID,18:58
106018,TERMINAL SANTA FELICIDADE,19:30
120032,CRUZ DO PILARZINHO/STA.CANDIDA,19:56
105905,TERMINAL SANTA CANDIDA,20:22
120033,CRUZ DO PILARZINHO/STA.FELICID,20:48
106018,TERMINAL SANTA FELICIDADE,21:15
120032,CRUZ DO PILARZINHO/STA.CANDIDA,21:40
105905,TERMINAL SANTA CANDIDA,22:07
120033,CRUZ DO PILARZINHO/STA.FELICID,22:33
106018,TERMINAL SANTA FELICIDADE,23:00
120032,CRUZ DO PILARZINHO/STA.CANDIDA,23:26
105905,TERMINAL SANTA CANDIDA,23:55
120033,CRUZ DO PILARZINHO/STA.FELICID,00:18
