Linha,924
Tabela,006
num,ponto,horario
120033,CRUZ DO PILARZINHO/STA.FELICID,06:04
106018,TERMINAL SANTA FELICIDADE,06:35
120032,CRUZ DO PILARZINHO/STA.CANDIDA,07:03
105905,TERMINAL SANTA CANDIDA,07:35
120033,CRUZ DO PILARZINHO/STA.FELICID,08:12
106018,TERMINAL SANTA FELICIDADE,08:50
120032,CRUZ DO PILARZINHO/STA.CANDIDA,09:18
105905,TERMINAL SANTA CANDIDA,09:50
120033,CRUZ DO PILARZINHO/STA.FELICID,10:17
106018,TERMINAL SANTA FELICIDADE,10:50
120032,CRUZ DO PILARZINHO/STA.CANDIDA,11:18
105905,TERMINAL SANTA CANDIDA,11:50
120033,CRUZ DO PILARZINHO/STA.FELICID,12:18
106018,TERMINAL SANTA FELICIDADE,12:50
120032,CRUZ DO PILARZINHO/STA.CANDIDA,13:18
105905,TERMINAL SANTA CANDIDA,13:50
120033,CRUZ DO PILARZINHO/STA.FELICID,14:18
106018,TERMINAL SANTA FELICIDADE,14:50
120032,CRUZ DO PILARZINHO/STA.CANDIDA,15:20
105905,TERMINAL SANTA CANDIDA,15:55
120033,CRUZ DO PILARZINHO/STA.FELICID,16:25
106018,TERMINAL SANTA FELICIDADE,17:00
120032,CRUZ DO PILARZINHO/STA.CANDIDA,17:28
105905,TERMINAL SANTA CANDIDA,18:06
120033,CRUZ DO PILARZINHO/STA.FELICID,18:36
106018,TERMINAL SANTA FELICIDADE,19:05
120032,CRUZ DO PILARZINHO/STA.CANDIDA,19:32
105905,TERMINAL SANTA CANDIDA,20:03
120033,CRUZ DO PILARZINHO/STA.FELICID,20:31
